Moncton — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,6.6,c ,5.8,b ,6.4,a ,**,,6.3,a ,
2006 October,**,,6.1,c ,6.4,b ,2.2,c ,6.1,b ,
2007 October,5.9,c ,5.3,b ,5.6,a ,5.0,c ,5.6,a ,
2008 October,4.0,d ,1.9,b ,3.5,b ,2.7,c ,3.1,b ,
2009 October,**,,4.3,b ,4.3,a ,3.7,c ,4.3,a ,
2010 October,3.5,d ,5.4,b ,5.5,a ,6.5,c ,5.5,a ,
2011 October,**,,4.5,b ,4.8,a ,7.5,c ,4.9,a ,
2012 October,**,,5.5,b ,8.1,a ,7.6,c ,7.5,a ,
2013 October,6.7,c ,7.3,b ,10.9,a ,8.1,c ,9.7,a ,
2014 October,4.2,d ,7.0,b ,9.9,a ,12.1,d ,9.0,a ,
2015 October,4.9,d ,6.3,b ,8.6,a ,8.1,c ,7.9,a ,
2016 October,9.8,c ,6.8,b ,6.9,b ,8.0,c ,7.1,a ,
2017 October,8.5,c ,4.8,c ,4.9,b ,6.1,c ,5.0,b ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
