Hamilton — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,8.7,b ,7.6,a ,6.9,a ,5.5,a ,7.1,a ,
2006 October,9.2,b ,7.0,a ,6.8,a ,5.5,a ,6.9,a ,
2007 October,7.6,b ,5.9,a ,5.7,a ,4.8,a ,5.8,a ,
2008 October,6.5,b ,4.8,a ,4.7,a ,4.2,b ,4.8,a ,
2009 October,10.0,a ,6.8,a ,7.0,a ,5.3,a ,6.9,a ,
2010 October,10.7,a ,6.9,a ,6.2,a ,6.3,a ,6.7,a ,
2011 October,8.5,b ,6.1,a ,6.0,a ,5.2,b ,6.1,a ,
2012 October,7.8,b ,6.8,a ,6.3,a ,5.7,a ,6.5,a ,
2013 October,7.9,b ,5.3,a ,4.6,a ,5.8,a ,5.1,a ,
2014 October,5.9,d ,4.0,b ,3.0,a ,3.2,b ,3.5,a ,
2015 October,9.5,b ,6.0,a ,6.8,a ,4.9,b ,6.4,a ,
2016 October,10.5,c ,5.6,a ,5.3,a ,6.4,b ,5.7,a ,
2017 October,9.9,c ,3.4,b ,2.8,a ,5.5,c ,3.5,b ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
