Sherbrooke — Historical Availability Rates by Bedroom Type  
2007 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2007 October,5.6,a ,3.1,b ,2.2,a ,1.7,b ,2.6,a ,
2008 October,5.0,b ,2.9,a ,2.6,a ,3.0,a ,2.9,a ,
2009 October,4.3,b ,4.8,a ,4.1,a ,4.1,b ,4.3,a ,
2010 October,6.5,b ,4.3,b ,5.0,a ,4.2,b ,4.8,a ,
2011 October,6.4,c ,4.5,b ,4.9,b ,4.7,b ,4.9,a ,
2012 October,5.5,b ,4.3,b ,5.6,a ,4.7,b ,5.2,a ,
2013 October,6.4,b ,5.2,b ,5.6,a ,5.3,b ,5.5,a ,
2014 October,6.3,b ,4.4,b ,6.0,a ,5.1,b ,5.5,a ,
2015 October,6.4,c ,5.0,b ,6.1,a ,6.3,b ,5.9,a ,
2016 October,8.3,b ,6.5,b ,6.5,a ,6.3,b ,6.6,a ,
2017 October,**,,**,,**,,**,,**,,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
