St. John's — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,5.8,a ,5.0,a ,5.9,a ,11.3,a ,6.0,a ,
2006 October,5.9,a ,4.6,a ,5.4,a ,10.7,a ,5.6,a ,
2007 October,2.7,a ,2.5,a ,3.1,a ,11.0,a ,3.6,a ,
2008 October,2.0,a ,1.6,a ,1.3,a ,1.3,a ,1.5,a ,
2009 October,1.8,a ,1.1,a ,1.3,a ,1.0,a ,1.3,a ,
2010 October,2.8,a ,1.0,a ,1.1,a ,3.3,b ,1.4,a ,
2011 October,2.5,a ,1.3,a ,1.8,a ,4.0,b ,1.9,a ,
2012 October,4.2,b ,2.3,a ,3.6,a ,4.2,b ,3.3,a ,
2013 October,5.0,a ,2.6,a ,3.6,a ,7.4,b ,3.7,a ,
2014 October,7.6,a ,3.6,a ,6.6,a ,9.8,b ,6.0,a ,
2015 October,6.8,a ,3.6,b ,6.7,a ,11.4,c ,6.1,a ,
2016 October,8.9,a ,4.1,b ,9.6,a ,14.1,d ,8.1,a ,
2017 October,5.1,b ,6.6,b ,7.5,a ,12.6,c ,7.5,a ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
