Trois-Rivières — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,2.3,a ,2.4,a ,1.0,a ,1.3,a ,1.6,a ,
2006 October,3.2,b ,2.5,a ,1.3,a ,1.2,a ,1.8,a ,
2007 October,5.0,c ,2.2,a ,1.8,b ,1.8,c ,2.1,a ,
2008 October,4.5,c ,2.6,b ,1.6,b ,2.0,c ,2.1,a ,
2009 October,7.5,c ,4.6,b ,2.1,b ,2.5,b ,3.0,b ,
2010 October,7.6,c ,6.1,b ,3.3,b ,4.1,c ,4.3,a ,
2011 October,3.6,d ,6.2,b ,2.6,a ,4.7,c ,4.1,b ,
2012 October,9.0,c ,6.1,b ,5.1,b ,4.7,b ,5.4,a ,
2013 October,9.6,c ,6.1,b ,4.7,b ,5.3,c ,5.4,a ,
2014 October,**,,5.4,b ,4.6,b ,8.0,b ,5.7,a ,
2015 October,11.6,d ,7.5,b ,4.8,b ,6.6,b ,6.2,a ,
2016 October,12.4,d ,6.7,b ,5.2,b ,7.2,c ,6.2,a ,
2017 October,**,,**,,**,,**,,**,,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
