Saint John — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,11.4,d ,6.9,b ,6.7,b ,5.4,c ,6.9,a ,
2006 October,**,,7.6,c ,7.6,b ,5.2,d ,7.8,b ,
2007 October,**,,6.9,b ,5.8,a ,5.2,c ,6.1,a ,
2008 October,5.7,c ,3.7,c ,3.2,b ,3.7,c ,3.5,a ,
2009 October,6.1,c ,4.2,b ,4.2,b ,2.6,b ,4.0,a ,
2010 October,9.0,c ,5.3,b ,5.7,a ,5.4,c ,5.7,a ,
2011 October,13.0,c ,7.5,a ,6.1,a ,5.2,c ,6.7,a ,
2012 October,10.5,c ,11.2,a ,9.6,a ,9.5,b ,10.1,a ,
2013 October,9.4,c ,11.7,a ,12.2,a ,12.4,c ,12.0,a ,
2014 October,15.6,d ,10.8,a ,9.2,a ,10.2,c ,10.0,a ,
2015 October,9.3,b ,9.4,b ,8.5,a ,7.3,b ,8.6,a ,
2016 October,12.7,c ,8.1,b ,8.6,a ,9.8,b ,8.8,a ,
2017 October,4.2,d ,5.8,c ,4.8,b ,5.2,c ,5.1,b ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
