Edmonton — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,5.0,a ,5.2,a ,6.2,a ,4.8,a ,5.5,a ,
2006 October,2.2,a ,1.8,a ,1.6,a ,1.0,a ,1.6,a ,
2007 October,3.2,c ,2.3,a ,2.2,a ,2.5,a ,2.3,a ,
2008 October,3.4,b ,3.0,a ,3.6,a ,4.1,a ,3.4,a ,
2009 October,4.3,b ,5.4,a ,5.9,a ,5.2,a ,5.5,a ,
2010 October,5.2,a ,5.2,a ,5.4,a ,4.8,a ,5.2,a ,
2011 October,3.3,a ,4.4,a ,4.3,a ,4.2,a ,4.3,a ,
2012 October,1.8,a ,2.5,a ,2.1,a ,2.1,a ,2.3,a ,
2013 October,3.1,a ,2.6,a ,2.4,a ,1.6,a ,2.4,a ,
2014 October,2.3,a ,2.4,a ,2.7,a ,2.6,a ,2.5,a ,
2015 October,5.0,b ,5.5,a ,6.8,a ,6.1,a ,6.1,a ,
2016 October,8.3,a ,8.4,a ,9.4,a ,9.7,a ,9.0,a ,
2017 October,8.5,a ,8.9,a ,8.9,a ,8.4,a ,8.8,a ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
