Kelowna — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,1.6,c ,0.8,a ,1.7,a ,2.4,b ,1.4,a ,
2006 October,0.8,d ,1.3,a ,0.9,a ,0.9,a ,1.1,a ,
2007 October,0.8,d ,0.5,a ,0.4,a ,0.9,a ,0.5,a ,
2008 October,0.0,a ,1.5,a ,1.4,a ,0.5,a ,1.3,a ,
2009 October,2.3,a ,3.0,a ,5.0,a ,8.2,a ,4.3,a ,
2010 October,5.3,a ,3.9,a ,4.9,a ,3.4,a ,4.4,a ,
2011 October,3.7,c ,3.3,a ,4.7,a ,3.3,a ,4.0,a ,
2012 October,4.7,b ,3.5,a ,5.0,a ,6.0,a ,4.5,a ,
2013 October,2.7,b ,2.4,a ,3.1,a ,4.1,a ,2.8,a ,
2014 October,0.0,b ,1.4,a ,1.9,a ,2.3,a ,1.7,a ,
2015 October,0.7,b ,0.6,a ,1.2,a ,0.7,b ,1.0,a ,
2016 October,0.6,a ,1.8,a ,1.5,a ,0.5,a ,1.5,a ,
2017 October,0.0,c ,0.8,a ,0.7,a ,1.2,d ,0.7,a ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
