Fredericton — Historical Availability Rates by Bedroom Type  
2004 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2004 October,**,,**,,**,,**,,**,,
2005 October,2.4,b ,3.7,b ,5.4,a ,4.9,c ,4.8,a ,
2006 October,4.1,d ,3.2,b ,5.4,a ,4.5,c ,4.8,a ,
2007 October,**,,5.2,b ,7.3,a ,5.8,c ,6.8,a ,
2008 October,2.5,b ,4.1,b ,4.3,a ,5.1,b ,4.2,a ,
2009 October,0.6,a ,1.9,a ,2.1,a ,4.4,b ,2.3,a ,
2010 October,3.6,d ,2.4,b ,2.6,a ,2.4,b ,2.6,a ,
2011 October,2.2,c ,2.1,a ,2.9,a ,2.2,b ,2.6,a ,
2012 October,2.6,c ,3.6,b ,4.5,a ,5.5,b ,4.3,a ,
2013 October,8.6,c ,3.6,b ,7.1,a ,7.6,b ,6.5,a ,
2014 October,5.4,d ,5.9,b ,6.3,a ,3.8,b ,5.8,a ,
2015 October,6.8,c ,6.5,b ,5.8,b ,5.3,c ,5.9,a ,
2016 October,**,,4.3,b ,6.2,a ,3.7,c ,5.5,a ,
2017 October,**,,2.6,b ,2.2,a ,3.0,b ,2.4,a ,
2018 October,**,,**,,**,,**,,**,,
2019 October,**,,**,,**,,**,,**,,
2020 October,**,,**,,**,,**,,**,,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,**,,
2023 October,**,,**,,**,,**,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
