Victoria — Historical Starts by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,143,9,34,0,186,
Feb 1990,120,4,48,240,412,
Mar 1990,101,20,22,65,208,
Apr 1990,153,2,75,385,615,
May 1990,141,8,86,60,295,
Jun 1990,112,5,79,13,209,
Jul 1990,91,3,12,30,136,
Aug 1990,69,3,10,0,82,
Sep 1990,70,9,0,44,123,
Oct 1990,78,6,50,0,134,
Nov 1990,96,0,5,0,101,
Dec 1990,64,3,20,0,87,
Jan 1991,31,5,5,0,41,
Feb 1991,65,4,12,99,180,
Mar 1991,55,2,0,103,160,
Apr 1991,88,0,21,26,135,
May 1991,116,8,4,4,132,
Jun 1991,158,5,8,1,172,
Jul 1991,135,10,39,36,220,
Aug 1991,122,13,43,144,322,
Sep 1991,108,15,15,60,198,
Oct 1991,90,15,31,3,139,
Nov 1991,92,11,37,120,260,
Dec 1991,100,11,3,56,170,
Jan 1992,69,11,7,1,88,
Feb 1992,75,15,39,1,130,
Mar 1992,95,12,11,3,121,
Apr 1992,141,9,34,39,223,
May 1992,106,6,41,43,196,
Jun 1992,94,11,11,224,340,
Jul 1992,113,18,47,74,252,
Aug 1992,67,19,6,133,225,
Sep 1992,89,18,18,169,294,
Oct 1992,77,23,24,61,185,
Nov 1992,65,12,3,89,169,
Dec 1992,91,14,20,73,198,
Jan 1993,43,19,15,35,112,
Feb 1993,57,25,19,30,131,
Mar 1993,68,19,47,193,327,
Apr 1993,69,29,41,85,224,
May 1993,99,24,52,81,256,
Jun 1993,65,17,45,26,153,
Jul 1993,74,21,34,72,201,
Aug 1993,94,16,41,89,240,
Sep 1993,78,23,48,34,183,
Oct 1993,68,20,49,101,238,
Nov 1993,48,16,38,223,325,
Dec 1993,48,13,32,150,243,
Jan 1994,33,9,4,48,94,
Feb 1994,52,19,13,282,366,
Mar 1994,68,13,17,128,226,
Apr 1994,77,17,20,107,221,
May 1994,62,15,10,87,174,
Jun 1994,74,12,22,63,171,
Jul 1994,71,10,28,106,215,
Aug 1994,80,25,50,28,183,
Sep 1994,64,19,43,65,191,
Oct 1994,52,14,12,150,228,
Nov 1994,37,10,25,40,112,
Dec 1994,40,12,13,57,122,
Jan 1995,36,5,16,125,182,
Feb 1995,27,7,41,201,276,
Mar 1995,34,10,17,6,67,
Apr 1995,44,7,19,0,70,
May 1995,29,1,14,73,117,
Jun 1995,58,4,4,24,90,
Jul 1995,35,8,0,63,106,
Aug 1995,60,9,0,27,96,
Sep 1995,40,8,7,0,55,
Oct 1995,29,6,17,24,76,
Nov 1995,25,5,6,46,82,
Dec 1995,32,7,0,43,82,
Jan 1996,16,6,8,24,54,
Feb 1996,54,6,18,51,129,
Mar 1996,36,9,23,72,140,
Apr 1996,54,12,6,0,72,
May 1996,55,11,13,41,120,
Jun 1996,59,4,6,0,69,
Jul 1996,59,8,0,0,67,
Aug 1996,70,15,14,24,123,
Sep 1996,57,12,6,63,138,
Oct 1996,46,6,3,0,55,
Nov 1996,30,2,13,24,69,
Dec 1996,50,11,10,35,106,
Jan 1997,40,4,0,56,100,
Feb 1997,56,18,13,40,127,
Mar 1997,41,13,13,18,85,
Apr 1997,61,11,0,0,72,
May 1997,64,11,12,106,193,
Jun 1997,55,10,4,0,69,
Jul 1997,63,12,0,34,109,
Aug 1997,75,4,3,0,82,
Sep 1997,44,8,70,0,122,
Oct 1997,55,22,17,66,160,
Nov 1997,52,6,28,46,132,
Dec 1997,31,19,10,0,60,
Jan 1998,33,2,0,35,70,
Feb 1998,47,7,3,3,60,
Mar 1998,32,8,0,25,65,
Apr 1998,63,7,0,35,105,
May 1998,30,10,44,0,84,
Jun 1998,52,11,4,2,69,
Jul 1998,56,11,0,7,74,
