"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"46602",2012-07-01,"2012","50-99 Units",3655,"Srms","Condo Universe"
"46602",2012-07-01,"2012","100+ Units",6581,"Srms","Condo Universe"
"46602",2012-07-01,"2012","Total",13863,"Srms","Condo Universe"
"46602",2013-07-01,"2013","3-19 Units",1279,"Srms","Condo Universe"
"46602",2013-07-01,"2013","20-49 Units",2713,"Srms","Condo Universe"
"46602",2013-07-01,"2013","50-99 Units",3595,"Srms","Condo Universe"
"46602",2013-07-01,"2013","100+ Units",6758,"Srms","Condo Universe"
"46602",2013-07-01,"2013","Total",14345,"Srms","Condo Universe"
"46602",2014-07-01,"2014","3-19 Units",1374,"Srms","Condo Universe"
"46602",2014-07-01,"2014","20-49 Units",2881,"Srms","Condo Universe"
"46602",2014-07-01,"2014","50-99 Units",4062,"Srms","Condo Universe"
"46602",2014-07-01,"2014","100+ Units",6924,"Srms","Condo Universe"
"46602",2014-07-01,"2014","Total",15241,"Srms","Condo Universe"
"46602",2015-07-01,"2015","3-19 Units",1424,"Srms","Condo Universe"
"46602",2015-07-01,"2015","20-49 Units",3177,"Srms","Condo Universe"
"46602",2015-07-01,"2015","50-99 Units",4096,"Srms","Condo Universe"
"46602",2015-07-01,"2015","100+ Units",7297,"Srms","Condo Universe"
"46602",2015-07-01,"2015","Total",15994,"Srms","Condo Universe"
"46602",2016-07-01,"2016","3-19 Units",1439,"Srms","Condo Universe"
"46602",2016-07-01,"2016","20-49 Units",3614,"Srms","Condo Universe"
"46602",2016-07-01,"2016","50-99 Units",4826,"Srms","Condo Universe"
"46602",2016-07-01,"2016","100+ Units",7302,"Srms","Condo Universe"
"46602",2016-07-01,"2016","Total",17181,"Srms","Condo Universe"
"46602",2017-07-01,"2017","3-19 Units",1504,"Srms","Condo Universe"
"46602",2017-07-01,"2017","20-49 Units",3778,"Srms","Condo Universe"
"46602",2017-07-01,"2017","50-99 Units",5054,"Srms","Condo Universe"
"46602",2017-07-01,"2017","100+ Units",7921,"Srms","Condo Universe"
"46602",2017-07-01,"2017","Total",18257,"Srms","Condo Universe"
"46602",2018-07-01,"2018","3-19 Units",1487,"Srms","Condo Universe"
"46602",2018-07-01,"2018","20-49 Units",3927,"Srms","Condo Universe"
"46602",2018-07-01,"2018","50-99 Units",5354,"Srms","Condo Universe"
"46602",2018-07-01,"2018","100+ Units",7902,"Srms","Condo Universe"
"46602",2018-07-01,"2018","Total",18670,"Srms","Condo Universe"
"46602",2019-07-01,"2019","3-19 Units",1549,"Srms","Condo Universe"
"46602",2019-07-01,"2019","20-49 Units",3889,"Srms","Condo Universe"
"46602",2019-07-01,"2019","50-99 Units",5339,"Srms","Condo Universe"
"46602",2019-07-01,"2019","100+ Units",8352,"Srms","Condo Universe"
"46602",2019-07-01,"2019","Total",19129,"Srms","Condo Universe"
"46602",2020-07-01,"2020","3-19 Units",1575,"Srms","Condo Universe"
"46602",2020-07-01,"2020","20-49 Units",3899,"Srms","Condo Universe"
"46602",2020-07-01,"2020","50-99 Units",5325,"Srms","Condo Universe"
"46602",2020-07-01,"2020","100+ Units",8811,"Srms","Condo Universe"
"46602",2020-07-01,"2020","Total",19610,"Srms","Condo Universe"
"46602",2021-07-01,"2021","3-19 Units",1560,"Srms","Condo Universe"
"46602",2021-07-01,"2021","20-49 Units",3831,"Srms","Condo Universe"
"46602",2021-07-01,"2021","50-99 Units",5616,"Srms","Condo Universe"
"46602",2021-07-01,"2021","100+ Units",8895,"Srms","Condo Universe"
"46602",2021-07-01,"2021","Total",19902,"Srms","Condo Universe"
"46602",2022-07-01,"2022","3-19 Units",1577,"Srms","Condo Universe"
"46602",2022-07-01,"2022","20-49 Units",3908,"Srms","Condo Universe"
"46602",2022-07-01,"2022","50-99 Units",5620,"Srms","Condo Universe"
"46602",2022-07-01,"2022","100+ Units",9056,"Srms","Condo Universe"
"46602",2022-07-01,"2022","Total",20161,"Srms","Condo Universe"
"46602",2023-07-01,"2023","3-19 Units",1551,"Srms","Condo Universe"
"46602",2023-07-01,"2023","20-49 Units",3962,"Srms","Condo Universe"
"46602",2023-07-01,"2023","50-99 Units",5594,"Srms","Condo Universe"
"46602",2023-07-01,"2023","100+ Units",8816,"Srms","Condo Universe"
"46602",2023-07-01,"2023","Total",19923,"Srms","Condo Universe"
"46602",2024-07-01,"2024","3-19 Units",1551,"Srms","Condo Universe"
"46602",2024-07-01,"2024","20-49 Units",3949,"Srms","Condo Universe"
"46602",2024-07-01,"2024","50-99 Units",5872,"Srms","Condo Universe"
"46602",2024-07-01,"2024","100+ Units",8577,"Srms","Condo Universe"
"46602",2024-07-01,"2024","Total",19949,"Srms","Condo Universe"
"46602",2025-07-01,"2025","3-19 Units",1580,"Srms","Condo Universe"
"46602",2025-07-01,"2025","20-49 Units",3949,"Srms","Condo Universe"
"46602",2025-07-01,"2025","50-99 Units",5964,"Srms","Condo Universe"
"46602",2025-07-01,"2025","100+ Units",8631,"Srms","Condo Universe"
"46602",2025-07-01,"2025","Total",20124,"Srms","Condo Universe"
