"Windsor — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 2023 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2023 January,**,**,**,**,**,"742,786",7,
2023 February,**,**,**,**,**,"714,186",7,
2023 March,**,**,**,**,**,"722,362",13,
2023 April,**,**,**,**,**,"722,362",13,
2023 May,**,**,**,**,**,"706,678",18,
2023 June,"680,000","700,000","715,000","750,000","700,000","748,100",34,
2023 July,"680,000","700,000","703,000","745,000","700,000","715,587",30,
2023 August,"680,000","700,000","705,000","750,000","700,000","745,738",32,
2023 September,"680,000","700,000","725,000","850,000","705,000","760,251",35,
2023 October,"680,000","700,000","750,000","850,000","720,000","766,213",44,
2023 November,"680,000","700,000","750,000","850,000","725,000","766,258",47,
2023 December,"680,000","705,000","750,000","850,000","725,000","769,241",47,
2024 January,"680,000","705,000","770,000","855,000","750,000","774,622",43,
2024 February,"684,000","735,000","800,000","870,000","800,000","785,161",50,
2024 March,"688,000","745,000","806,000","875,000","800,000","798,160",51,

Source,CMHC Market Absorption Survey
