Saskatoon — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,268,a ,361,a ,437,a ,496,a ,408,a ,
1991 October,272,a ,365,a ,442,a ,509,a ,412,a ,
1992 October,274,a ,364,a ,444,a ,509,a ,413,a ,
1993 October,277,a ,366,a ,448,a ,501,a ,416,a ,
1994 October,277,a ,371,a ,452,a ,506,a ,418,a ,
1995 October,283,a ,379,a ,458,a ,513,a ,426,a ,
1996 October,301,a ,392,a ,479,a ,547,a ,446,a ,
1997 October,312,a ,409,a ,501,a ,567,a ,465,a ,
1998 October,323,a ,425,a ,516,a ,570,a ,481,a ,
1999 October,339,a ,434,a ,530,a ,613,a ,493,a ,
2000 October,346,a ,442,a ,542,a ,617,a ,501,a ,
2001 October,356,a ,460,a ,558,a ,620,a ,517,a ,
2002 October,362,a ,461,a ,567,a ,647,a ,525,a ,
2003 October,371,a ,469,a ,577,a ,656,a ,535,a ,
2004 October,372,a ,472,a ,580,a ,645,a ,537,a ,
2005 October,374,a ,477,a ,585,a ,655,a ,542,a ,
2006 October,395,a ,496,a ,608,a ,663,a ,562,a ,
2007 October,435,a ,564,a ,694,a ,760,a ,639,a ,
2008 October,517,a ,675,a ,843,a ,886,a ,769,a ,
2009 October,568,a ,739,a ,902,a ,956,a ,833,a ,
2010 October,599,a ,764,a ,934,a ,"1,036",a ,864,a ,
2011 October,632,a ,787,a ,966,a ,"1,149",a ,892,a ,
2012 October,655,a ,815,a ,"1,002",a ,"1,134",a ,928,a ,
2013 October,666,a ,845,a ,"1,041",a ,"1,184",a ,962,a ,
2014 October,693,a ,884,a ,"1,090",a ,"1,238",a ,"1,008",a ,
2015 October,686,a ,894,a ,"1,088",a ,"1,216",a ,"1,011",a ,
2016 October,703,a ,908,a ,"1,101",a ,"1,271",a ,"1,030",a ,
2017 October,684,a ,896,a ,"1,084",a ,"1,221",a ,"1,012",a ,
2018 October,701,a ,911,a ,"1,112",a ,"1,263",a ,"1,036",a ,
2019 October,722,a ,930,a ,"1,130",a ,"1,317",a ,"1,057",a ,
2020 October,729,a ,957,a ,"1,167",a ,"1,326",a ,"1,088",a ,
2021 October,745,a ,971,a ,"1,186",a ,"1,351",a ,"1,107",a ,
2022 October,780,a ,"1,026",a ,"1,248",a ,"1,417",a ,"1,167",a ,
2023 October,829,a ,"1,104",a ,"1,367",a ,"1,499",a ,"1,274",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
