Sherbrooke — Historical Median Rent by Bedroom Type  
2007 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2007 October,364,a ,420,a ,520,a ,620,a ,500,a ,
2008 October,365,a ,430,a ,535,a ,650,a ,520,a ,
2009 October,375,a ,440,a ,550,a ,650,a ,525,a ,
2010 October,375,a ,450,a ,550,a ,670,a ,541,a ,
2011 October,390,a ,455,a ,565,a ,680,a ,550,a ,
2012 October,390,a ,458,a ,565,a ,690,a ,550,a ,
2013 October,385,a ,465,a ,575,a ,695,a ,560,a ,
2014 October,400,a ,474,a ,585,a ,700,a ,575,a ,
2015 October,401,a ,475,a ,593,a ,710,a ,580,a ,
2016 October,410,a ,480,a ,600,a ,730,a ,590,a ,
2017 October,420,a ,495,a ,600,a ,733,a ,595,a ,
2018 October,430,a ,500,a ,610,a ,730,a ,600,a ,
2019 October,440,a ,515,a ,625,a ,788,a ,615,a ,
2020 October,475,a ,535,a ,641,a ,800,a ,640,a ,
2021 October,500,a ,568,a ,680,a ,850,a ,675,a ,
2022 October,527,a ,615,a ,750,a ,975,a ,750,a ,
2023 October,576,a ,700,a ,825,a ,"1,050",b ,825,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
