Sherbrooke — Historical % Change of Average Rents by Bedroom Type  
2007 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2007 October,3.5,c ,2.5,b ,3.4,b ,3.5,b ,3.4,b ,
2008 October,2.2,c ,4.2,c ,2.0,b ,1.5,c ,2.1,b ,
2009 October,3.1,c ,2.4,b ,2.8,a ,2.0,b ,2.4,a ,
2010 October,1.8,c ,2.7,a ,2.6,a ,4.5,c ,2.7,a ,
2011 October,4.9,c ,1.6,b ,1.5,a ,0.9,a ,1.4,a ,
2012 October,++,,++,,0.8,a ,++,,0.5,b ,
2013 October,2.0,c ,1.7,b ,1.1,a ,1.6,c ,1.4,a ,
2014 October,1.9,c ,1.4,a ,1.7,b ,++,,1.3,a ,
2015 October,1.1,a ,1.3,a ,1.3,a ,0.8,a ,1.1,a ,
2016 October,2.0,b ,1.8,b ,2.1,c ,3.2,d ,2.1,c ,
2017 October,0.9,d ,0.8,a ,1.9,c ,0.6,b ,1.0,a ,
2018 October,**,,2.7,b ,1.6,b ,2.0,c ,1.9,a ,
2019 October,3.3,d ,2.2,b ,2.1,a ,1.6,c ,2.1,a ,
2020 October,3.1,d ,4.2,b ,3.1,c ,4.6,c ,3.6,b ,
2021 October,6.3,c ,5.0,b ,4.7,b ,3.3,c ,4.7,b ,
2022 October,4.2,c ,8.4,b ,9.5,a ,9.0,b ,8.7,a ,
2023 October,**,,11.7,c ,9.8,b ,9.7,c ,9.8,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
