St. Catharines - Niagara — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,320,a ,430,a ,510,a ,558,a ,482,a ,
1991 October,332,a ,475,a ,550,a ,612,a ,510,a ,
1992 October,345,a ,490,a ,570,a ,640,a ,545,a ,
1993 October,356,a ,500,a ,580,a ,650,a ,550,a ,
1994 October,350,a ,510,a ,597,a ,650,a ,559,a ,
1995 October,350,a ,514,a ,599,a ,680,a ,565,a ,
1996 October,371,a ,515,a ,617,a ,694,a ,575,a ,
1997 October,365,a ,515,a ,625,a ,698,a ,575,a ,
1998 October,370,a ,534,a ,630,a ,694,a ,590,a ,
1999 October,378,a ,545,a ,645,a ,700,a ,600,a ,
2000 October,395,a ,555,a ,660,a ,715,a ,620,a ,
2001 October,405,b ,580,a ,690,a ,725,a ,649,a ,
2002 October,425,a ,600,a ,700,a ,750,a ,650,a ,
2003 October,410,b ,610,a ,704,a ,750,a ,670,a ,
2004 October,450,a ,630,a ,730,a ,800,a ,694,a ,
2005 October,450,a ,640,a ,750,a ,822,a ,700,a ,
2006 October,495,a ,650,a ,755,a ,830,a ,724,a ,
2007 October,500,a ,665,a ,771,a ,825,a ,730,a ,
2008 October,525,a ,677,a ,785,a ,850,a ,742,a ,
2009 October,525,a ,694,a ,800,a ,862,a ,760,a ,
2010 October,510,b ,699,a ,821,a ,900,a ,775,a ,
2011 October,525,b ,714,a ,831,a ,900,a ,790,a ,
2012 October,550,a ,739,a ,855,a ,916,a ,811,a ,
2013 October,550,a ,750,a ,875,a ,950,a ,825,a ,
2014 October,587,a ,765,a ,895,a ,936,a ,849,a ,
2015 October,600,a ,781,a ,905,a ,965,a ,860,a ,
2016 October,619,a ,810,a ,950,a ,"1,000",a ,895,a ,
2017 October,637,b ,825,a ,975,a ,"1,111",b ,915,a ,
2018 October,625,b ,870,a ,"1,000",a ,"1,095",a ,974,a ,
2019 October,661,b ,909,a ,"1,050",a ,"1,151",b ,"1,000",a ,
2020 October,750,c ,936,a ,"1,125",a ,"1,284",b ,"1,050",a ,
2021 October,754,b ,978,a ,"1,170",a ,"1,250",b ,"1,100",a ,
2022 October,750,b ,"1,000",a ,"1,200",a ,"1,298",b ,"1,142",a ,
2023 October,800,d ,"1,200",b ,"1,400",a ,"1,325",b ,"1,300",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
