St. John's — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,2.9,b ,3.9,c ,6.0,b ,3.9,c ,4.5,c ,
1992 October,-2.5,c ,++,,++,,++,,++,,
1993 October,**,,**,,-0.7,b ,**,,**,,
1994 October,3.4,c ,++,,++,,++,,1.5,a ,
1995 October,++,,0.9,d ,0.9,d ,++,,0.6,b ,
1996 October,-1.0,a ,-0.6,b ,++,,++,,++,,
1997 October,++,,-2.4,c ,-3.7,c ,-5.3,d ,-2.9,c ,
1998 October,-2.9,b ,++,,++,,++,,++,,
1999 October,2.8,c ,**,,-3.4,d ,++,,-2.5,c ,
2000 October,4.3,d ,4.6,d ,5.3,d ,**,,5.4,d ,
2001 October,-3.3,d ,2.0,c ,7.5,b ,**,,4.1,c ,
2002 October,6.1,a ,4.6,d ,2.1,c ,3.0,d ,3.0,d ,
2003 October,**,,**,,2.7,c ,++,,3.6,d ,
2004 October,++,,++,,4.3,d ,2.9,c ,2.0,b ,
2005 October,4.7,b ,3.1,d ,2.5,c ,++,,2.5,c ,
2006 October,++,,++,,++,,++,,++,,
2007 October,2.4,a ,3.7,b ,2.6,a ,3.7,d ,2.9,a ,
2008 October,5.3,a ,3.3,a ,3.6,a ,4.5,c ,3.9,a ,
2009 October,6.2,b ,5.9,a ,4.8,a ,5.1,b ,5.4,a ,
2010 October,8.5,a ,8.2,a ,8.7,a ,6.5,a ,8.4,a ,
2011 October,6.3,a ,6.1,a ,5.7,a ,6.8,b ,5.8,a ,
2012 October,4.2,a ,4.7,b ,3.9,a ,5.6,b ,4.2,a ,
2013 October,4.6,b ,3.7,b ,4.7,a ,2.1,b ,4.2,a ,
2014 October,1.6,c ,3.1,b ,3.6,b ,4.2,c ,3.8,b ,
2015 October,5.5,c ,3.1,c ,1.2,a ,**,,1.9,b ,
2016 October,1.6,b ,1.7,a ,1.4,a ,++,,1.4,a ,
2017 October,1.4,a ,++,,++,,++,,-0.6,b ,
2018 October,1.3,a ,1.3,a ,1.7,b ,1.4,a ,1.7,a ,
2019 October,1.6,b ,1.8,c ,-0.9,a ,-1.5,c ,++,,
2020 October,1.6,a ,1.1,a ,1.7,a ,**,,1.6,a ,
2021 October,++,,2.6,b ,1.9,b ,3.5,c ,1.9,a ,
2022 October,4.9,b ,2.7,b ,4.3,b ,5.7,b ,3.8,b ,
2023 October,4.7,c ,2.7,c ,7.2,c ,**,,6.4,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
