Regina — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,252,a ,390,a ,482,a ,561,a ,431,a ,
1991 October,256,a ,391,a ,482,a ,558,a ,432,a ,
1992 October,270,a ,392,a ,484,a ,559,a ,436,a ,
1993 October,288,a ,401,a ,487,a ,567,a ,442,a ,
1994 October,271,a ,394,a ,486,a ,564,a ,436,a ,
1995 October,279,a ,398,a ,487,a ,572,a ,441,a ,
1996 October,280,a ,406,a ,494,a ,583,a ,451,a ,
1997 October,290,a ,426,a ,515,a ,611,a ,469,a ,
1998 October,303,a ,435,a ,528,a ,632,a ,481,a ,
1999 October,325,a ,458,a ,551,a ,652,a ,505,a ,
2000 October,328,a ,461,a ,553,a ,667,a ,507,a ,
2001 October,334,a ,476,a ,571,a ,685,a ,521,a ,
2002 October,351,a ,480,a ,584,a ,697,a ,531,a ,
2003 October,349,a ,490,a ,592,a ,711,a ,543,a ,
2004 October,361,a ,503,a ,604,a ,712,a ,556,a ,
2005 October,368,a ,505,a ,610,a ,713,a ,560,a ,
2006 October,376,a ,515,a ,622,a ,731,a ,572,a ,
2007 October,389,a ,554,a ,664,a ,800,a ,614,a ,
2008 October,456,a ,635,a ,761,a ,945,a ,706,a ,
2009 October,497,a ,692,a ,840,a ,"1,037",a ,774,a ,
2010 October,522,a ,742,a ,889,a ,"1,112",a ,826,a ,
2011 October,564,a ,789,a ,938,a ,"1,150",a ,872,a ,
2012 October,633,a ,830,a ,984,a ,"1,224",a ,918,a ,
2013 October,657,a ,875,a ,"1,023",a ,"1,265",a ,959,a ,
2014 October,695,a ,903,a ,"1,083",a ,"1,330",a ,"1,010",a ,
2015 October,706,a ,918,a ,"1,102",a ,"1,339",a ,"1,028",a ,
2016 October,713,a ,926,a ,"1,114",a ,"1,351",a ,"1,042",a ,
2017 October,711,a ,934,a ,"1,120",a ,"1,350",a ,"1,045",a ,
2018 October,701,a ,935,a ,"1,135",a ,"1,355",a ,"1,059",a ,
2019 October,701,a ,930,a ,"1,134",a ,"1,354",a ,"1,056",a ,
2020 October,757,a ,951,a ,"1,157",a ,"1,391",a ,"1,082",a ,
2021 October,722,a ,953,a ,"1,162",a ,"1,379",a ,"1,081",a ,
2022 October,743,a ,988,a ,"1,191",a ,"1,424",a ,"1,114",a ,
2023 October,788,a ,"1,084",a ,"1,303",a ,"1,518",a ,"1,218",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
