Saint John — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,295,a ,340,a ,400,a ,425,a ,380,a ,
1991 October,315,a ,350,a ,413,a ,450,a ,400,a ,
1992 October,320,a ,360,a ,423,a ,468,a ,405,a ,
1993 October,300,a ,360,a ,430,a ,468,a ,410,a ,
1994 October,315,a ,373,a ,430,a ,465,a ,418,a ,
1995 October,300,b ,365,a ,430,a ,480,a ,414,a ,
1996 October,310,a ,375,a ,433,a ,485,a ,422,a ,
1997 October,305,b ,375,a ,445,a ,495,a ,425,a ,
1998 October,310,b ,380,a ,449,a ,500,a ,430,a ,
1999 October,350,b ,390,a ,455,a ,515,a ,445,a ,
2000 October,320,c ,400,a ,460,a ,515,a ,450,a ,
2001 October,350,b ,400,a ,475,a ,525,a ,450,a ,
2002 October,350,b ,420,a ,487,a ,540,a ,475,a ,
2003 October,350,b ,425,a ,495,a ,545,a ,475,a ,
2004 October,350,b ,435,a ,500,a ,550,a ,490,a ,
2005 October,375,a ,440,a ,515,a ,575,a ,495,a ,
2006 October,400,a ,460,a ,550,a ,580,a ,520,a ,
2007 October,400,a ,480,a ,550,a ,610,a ,540,a ,
2008 October,425,a ,500,a ,590,a ,650,a ,560,a ,
2009 October,450,a ,540,a ,615,a ,665,a ,600,a ,
2010 October,450,a ,550,a ,625,a ,685,a ,600,a ,
2011 October,475,a ,550,a ,650,a ,720,a ,625,a ,
2012 October,480,b ,580,a ,675,a ,725,a ,650,a ,
2013 October,500,a ,575,a ,670,a ,730,a ,650,a ,
2014 October,489,a ,595,a ,680,a ,750,a ,650,a ,
2015 October,490,b ,595,a ,690,a ,750,a ,665,a ,
2016 October,500,b ,610,a ,700,a ,740,a ,675,a ,
2017 October,550,a ,610,a ,725,a ,735,a ,695,a ,
2018 October,530,c ,623,a ,710,a ,760,a ,700,a ,
2019 October,540,b ,650,a ,750,a ,757,a ,725,a ,
2020 October,550,b ,675,a ,775,a ,805,a ,750,a ,
2021 October,563,b ,740,a ,838,a ,850,b ,800,a ,
2022 October,654,c ,800,a ,965,a ,895,c ,887,a ,
2023 October,745,b ,886,a ,"1,000",a ,950,d ,950,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
