Montréal — Historical % Change of Average Rents by Bedroom Type  
1998 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,1.3,a ,0.5,b ,0.8,a ,++,,0.7,a ,
1999 October,1.9,c ,2.8,c ,2.0,b ,1.7,c ,2.0,b ,
2000 October,2.8,b ,2.7,a ,2.2,b ,3.8,d ,2.6,a ,
2001 October,5.4,b ,5.1,b ,4.3,b ,5.1,c ,4.5,b ,
2002 October,5.5,b ,5.6,b ,5.4,b ,4.4,d ,5.3,b ,
2003 October,5.8,b ,4.8,b ,4.9,b ,4.7,c ,4.7,b ,
2004 October,3.9,b ,3.3,b ,2.8,b ,4.0,c ,3.4,b ,
2005 October,3.2,b ,2.8,a ,2.7,a ,3.0,b ,2.6,a ,
2006 October,4.1,b ,3.0,a ,2.8,a ,3.1,c ,2.9,a ,
2007 October,2.0,a ,2.5,a ,2.3,a ,1.5,a ,2.3,a ,
2008 October,2.5,a ,2.3,a ,2.1,a ,2.9,c ,2.1,a ,
2009 October,2.6,a ,2.9,a ,2.6,a ,3.2,c ,2.7,a ,
2010 October,3.9,b ,3.3,b ,3.1,b ,2.4,c ,3.4,a ,
2011 October,3.1,b ,2.7,a ,2.5,a ,4.1,c ,2.6,a ,
2012 October,0.8,a ,0.8,a ,0.8,a ,1.0,d ,0.8,a ,
2013 October,1.8,c ,1.9,b ,2.0,b ,1.4,d ,1.7,b ,
2014 October,2.1,a ,2.3,a ,2.2,a ,2.8,b ,2.2,a ,
2015 October,2.1,a ,1.9,a ,**,,3.0,b ,1.8,a ,
2016 October,2.1,b ,1.7,a ,1.7,a ,2.1,c ,1.7,a ,
2017 October,3.2,d ,2.3,a ,2.1,a ,3.2,d ,2.2,a ,
2018 October,3.6,a ,2.1,a ,2.8,a ,2.4,b ,2.5,a ,
2019 October,4.1,b ,3.7,a ,3.4,a ,3.1,b ,3.6,a ,
2020 October,5.4,b ,4.6,a ,3.6,a ,2.4,c ,4.2,a ,
2021 October,3.4,b ,3.4,b ,3.9,b ,5.4,c ,3.6,a ,
2022 October,5.2,b ,4.9,b ,5.4,b ,4.6,c ,5.1,b ,
2023 October,7.5,a ,7.9,b ,8.0,b ,6.9,c ,7.7,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
