Hamilton — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,348,a ,418,a ,500,a ,650,a ,470,a ,
1991 October,379,a ,450,a ,530,a ,675,a ,498,a ,
1992 October,360,a ,450,a ,553,a ,700,a ,515,a ,
1993 October,385,a ,477,a ,580,a ,750,a ,542,a ,
1994 October,386,a ,490,a ,588,a ,751,a ,550,a ,
1995 October,400,a ,490,a ,600,a ,766,a ,555,a ,
1996 October,396,a ,498,a ,600,a ,774,a ,560,a ,
1997 October,408,a ,500,a ,616,a ,794,a ,575,a ,
1998 October,400,a ,520,a ,636,a ,810,a ,599,a ,
1999 October,420,a ,545,a ,668,a ,810,a ,625,a ,
2000 October,435,a ,560,a ,695,a ,850,a ,650,a ,
2001 October,450,a ,595,a ,720,a ,876,a ,674,a ,
2002 October,469,a ,600,a ,742,a ,925,a ,695,a ,
2003 October,490,a ,610,a ,759,a ,930,a ,700,a ,
2004 October,500,a ,625,a ,769,a ,925,a ,720,a ,
2005 October,495,a ,619,a ,760,a ,900,a ,720,a ,
2006 October,475,a ,629,a ,765,a ,903,a ,715,a ,
2007 October,500,a ,630,a ,794,a ,940,a ,740,a ,
2008 October,520,a ,650,a ,805,a ,965,a ,754,a ,
2009 October,510,a ,650,a ,800,a ,950,a ,750,a ,
2010 October,500,a ,667,a ,821,a ,995,a ,765,a ,
2011 October,530,a ,670,a ,836,a ,"1,030",a ,776,a ,
2012 October,556,a ,692,a ,838,a ,"1,044",a ,781,a ,
2013 October,575,a ,730,a ,894,a ,"1,066",a ,825,a ,
2014 October,579,a ,756,a ,905,a ,"1,100",a ,850,a ,
2015 October,595,a ,766,a ,974,a ,"1,141",a ,899,a ,
2016 October,650,b ,825,a ,995,a ,"1,134",a ,935,a ,
2017 October,625,b ,850,a ,"1,050",a ,"1,250",a ,967,a ,
2018 October,792,a ,936,a ,"1,100",a ,"1,300",a ,"1,047",a ,
2019 October,858,b ,988,a ,"1,136",a ,"1,310",a ,"1,088",a ,
2020 October,939,a ,"1,035",a ,"1,201",a ,"1,373",a ,"1,140",a ,
2021 October,965,a ,"1,105",a ,"1,300",a ,"1,482",a ,"1,200",a ,
2022 October,"1,011",a ,"1,140",a ,"1,314",a ,"1,487",a ,"1,239",a ,
2023 October,"1,050",b ,"1,350",a ,"1,571",a ,"1,611",a ,"1,450",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
