Kelowna — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,7.2,c ,6.3,b ,7.0,b ,**,,6.8,b ,
1992 October,9.6,c ,7.7,a ,7.3,a ,5.2,c ,7.9,a ,
1993 October,6.7,a ,4.8,a ,5.3,a ,3.0,c ,5.0,a ,
1994 October,1.6,a ,3.4,b ,2.0,a ,2.2,c ,2.4,a ,
1995 October,4.9,a ,2.1,a ,0.9,a ,2.8,a ,1.7,a ,
1996 October,2.9,c ,1.2,a ,1.0,a ,0.4,b ,0.9,a ,
1997 October,-2.6,b ,-0.7,a ,-0.7,a ,-0.4,a ,-0.6,a ,
1998 October,1.1,a ,-1.0,a ,-0.6,a ,++,,-0.7,a ,
1999 October,++,,2.0,a ,1.0,a ,5.3,c ,1.2,a ,
2000 October,**,,++,,**,,**,,++,,
2001 October,**,,2.2,a ,2.0,a ,**,,1.9,b ,
2002 October,++,,2.3,b ,2.0,a ,++,,2.1,b ,
2003 October,**,,2.4,b ,2.3,a ,++,,2.2,a ,
2004 October,++,,2.2,b ,2.2,a ,3.1,d ,2.4,a ,
2005 October,**,,4.8,b ,5.9,b ,4.5,c ,5.3,b ,
2006 October,5.9,c ,6.5,a ,5.5,a ,5.1,c ,5.8,a ,
2007 October,5.6,c ,7.8,b ,7.3,a ,8.9,b ,7.9,a ,
2008 October,5.6,d ,8.0,b ,8.5,a ,**,,8.2,a ,
2009 October,-4.4,d ,-2.9,c ,-1.8,c ,++,,-2.6,c ,
2010 October,2.3,c ,0.9,d ,++,,++,,++,,
2011 October,-1.9,c ,++,,-0.4,b ,**,,-0.4,b ,
2012 October,++,,++,,++,,1.8,c ,++,,
2013 October,3.0,c ,1.9,b ,1.8,b ,1.1,a ,1.5,a ,
2014 October,++,,1.5,a ,1.6,a ,1.9,c ,1.7,a ,
2015 October,2.6,c ,3.6,b ,4.0,b ,2.7,c ,3.8,b ,
2016 October,**,,4.7,c ,4.2,b ,++,,4.5,c ,
2017 October,11.0,d ,8.7,b ,8.8,a ,3.1,d ,8.7,a ,
2018 October,1.0,d ,6.3,c ,9.3,c ,**,,8.1,c ,
2019 October,8.0,c ,4.4,c ,2.0,c ,4.4,c ,2.4,c ,
2020 October,4.9,b ,2.3,c ,3.1,d ,**,,3.4,c ,
2021 October,1.4,a ,4.0,b ,3.8,b ,9.0,c ,3.5,b ,
2022 October,10.0,b ,7.9,b ,9.2,b ,**,,8.3,b ,
2023 October,9.3,b ,11.7,c ,11.2,c ,**,,10.2,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
