Winnipeg — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,308,a ,419,a ,531,a ,604,a ,462,a ,
1991 October,317,a ,427,a ,539,a ,626,a ,470,a ,
1992 October,324,a ,436,a ,553,a ,642,a ,482,a ,
1993 October,326,a ,436,a ,557,a ,649,a ,482,a ,
1994 October,328,a ,442,a ,558,a ,640,a ,485,a ,
1995 October,334,b ,445,a ,561,a ,649,a ,490,a ,
1996 October,328,a ,441,a ,566,a ,643,a ,486,a ,
1997 October,331,a ,446,a ,567,a ,645,a ,490,a ,
1998 October,338,a ,453,a ,573,a ,657,a ,496,a ,
1999 October,337,a ,456,a ,581,a ,660,a ,501,a ,
2000 October,339,a ,473,a ,588,a ,692,a ,516,a ,
2001 October,356,a ,476,a ,605,a ,679,a ,522,a ,
2002 October,378,a ,490,a ,621,a ,704,a ,538,a ,
2003 October,378,a ,508,a ,644,a ,729,a ,556,a ,
2004 October,387,a ,519,a ,663,a ,754,a ,571,a ,
2005 October,404,a ,538,a ,682,a ,775,a ,591,a ,
2006 October,419,a ,556,a ,708,a ,808,a ,610,a ,
2007 October,451,a ,578,a ,739,a ,852,a ,641,a ,
2008 October,462,a ,602,a ,767,a ,897,a ,666,a ,
2009 October,446,a ,615,a ,808,a ,923,a ,694,a ,
2010 October,487,a ,649,a ,836,a ,"1,008",a ,722,a ,
2011 October,522,a ,677,a ,874,a ,"1,023",a ,756,a ,
2012 October,526,a ,704,a ,909,a ,"1,069",a ,789,a ,
2013 October,577,a ,750,a ,967,a ,"1,179",a ,841,a ,
2014 October,585,a ,782,a ,"1,015",a ,"1,188",a ,879,a ,
2015 October,613,a ,813,a ,"1,043",a ,"1,231",a ,912,a ,
2016 October,634,a ,836,a ,"1,066",a ,"1,280",a ,933,a ,
2017 October,656,a ,880,a ,"1,107",a ,"1,350",a ,977,a ,
2018 October,697,a ,920,a ,"1,180",a ,"1,420",a ,"1,039",a ,
2019 October,734,a ,958,a ,"1,224",a ,"1,506",a ,"1,080",a ,
2020 October,757,a ,991,a ,"1,264",a ,"1,565",a ,"1,119",a ,
2021 October,786,a ,"1,030",a ,"1,318",a ,"1,618",a ,"1,167",a ,
2022 October,789,a ,"1,056",a ,"1,352",a ,"1,684",a ,"1,199",a ,
2023 October,816,a ,"1,102",a ,"1,429",a ,"1,735",a ,"1,263",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
