Sherbrooke — Historical Average Rents by Bedroom Type  
2007 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2007 October,366,a ,424,a ,529,a ,644,a ,514,a ,
2008 October,368,a ,437,a ,543,a ,658,a ,525,a ,
2009 October,379,a ,442,a ,553,a ,669,a ,535,a ,
2010 October,383,a ,452,a ,566,a ,680,a ,550,a ,
2011 October,397,a ,462,a ,577,a ,702,a ,562,a ,
2012 October,390,a ,466,a ,579,a ,710,a ,565,a ,
2013 October,391,a ,471,a ,591,a ,713,a ,574,a ,
2014 October,404,a ,485,a ,604,a ,727,a ,590,a ,
2015 October,413,a ,486,a ,608,a ,735,a ,592,a ,
2016 October,436,a ,502,a ,622,a ,764,a ,612,a ,
2017 October,428,a ,508,a ,631,a ,774,a ,618,a ,
2018 October,441,a ,514,a ,639,a ,758,a ,621,a ,
2019 October,456,a ,528,a ,658,a ,811,a ,647,a ,
2020 October,479,a ,552,a ,671,a ,848,a ,670,a ,
2021 October,508,a ,597,a ,727,a ,926,a ,727,a ,
2022 October,555,a ,677,a ,808,a ,"1,065",a ,823,a ,
2023 October,618,b ,753,a ,901,a ,"1,174",b ,918,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
