Victoria — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,8.8,b ,8.7,a ,8.8,b ,9.5,c ,8.8,a ,
1992 October,5.1,c ,3.9,b ,4.3,b ,**,,3.9,a ,
1993 October,3.2,c ,2.7,a ,1.9,b ,1.1,d ,2.4,a ,
1994 October,1.5,a ,1.8,b ,2.2,a ,1.9,c ,1.8,a ,
1995 October,2.2,c ,++,,0.5,b ,0.9,a ,0.4,b ,
1996 October,++,,0.7,a ,++,,++,,++,,
1997 October,++,,++,,0.8,a ,1.9,c ,0.3,b ,
1998 October,0.9,a ,++,,0.6,a ,++,,0.4,a ,
1999 October,++,,0.8,a ,1.1,a ,++,,1.0,a ,
2000 October,++,,0.9,a ,++,,++,,0.5,a ,
2001 October,3.0,c ,3.0,b ,3.1,b ,**,,2.9,a ,
2002 October,3.3,c ,2.7,a ,2.4,a ,4.1,d ,2.9,a ,
2003 October,1.3,a ,1.8,a ,2.6,a ,**,,2.0,a ,
2004 October,1.2,a ,2.1,a ,1.4,a ,++,,1.7,a ,
2005 October,4.8,b ,4.1,a ,4.7,b ,**,,4.6,a ,
2006 October,4.1,b ,3.8,a ,4.2,a ,2.3,b ,4.0,a ,
2007 October,6.6,a ,5.4,a ,4.5,a ,5.7,b ,5.0,a ,
2008 October,5.4,a ,6.8,a ,6.8,a ,11.4,c ,6.8,a ,
2009 October,4.1,a ,4.6,a ,5.0,a ,1.0,d ,4.4,a ,
2010 October,3.8,b ,2.3,a ,2.7,a ,1.7,c ,2.4,a ,
2011 October,3.3,b ,1.7,a ,2.4,a ,3.8,c ,1.8,a ,
2012 October,1.5,a ,1.0,a ,1.0,a ,-0.9,d ,1.0,a ,
2013 October,0.7,a ,0.7,a ,0.8,a ,1.7,c ,1.0,a ,
2014 October,2.3,a ,1.7,a ,2.6,a ,3.0,b ,2.0,a ,
2015 October,2.4,b ,2.1,a ,2.3,a ,3.0,b ,2.0,a ,
2016 October,6.8,b ,5.0,a ,5.2,b ,5.2,d ,5.4,a ,
2017 October,5.4,b ,8.1,a ,8.0,a ,4.0,d ,7.6,a ,
2018 October,8.4,b ,7.3,a ,7.4,a ,7.9,b ,7.4,a ,
2019 October,4.7,b ,4.4,b ,2.4,b ,5.0,d ,3.4,b ,
2020 October,5.3,b ,3.6,b ,3.3,b ,4.1,d ,3.3,b ,
2021 October,2.9,b ,2.8,a ,3.2,b ,1.3,d ,3.1,b ,
2022 October,7.4,b ,8.0,a ,6.5,b ,**,,7.5,a ,
2023 October,6.9,b ,8.5,b ,8.1,b ,**,,7.8,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
