London — Historical Average Rents by Bedroom Type  
1998 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,407,a ,515,a ,638,a ,770,a ,599,a ,
1999 October,408,a ,520,a ,642,a ,762,a ,601,a ,
2000 October,416,a ,530,a ,659,a ,776,a ,614,a ,
2001 October,433,a ,547,a ,685,a ,803,a ,637,a ,
2002 October,440,a ,566,a ,707,a ,839,a ,658,a ,
2003 October,458,a ,586,a ,737,a ,870,a ,684,a ,
2004 October,471,a ,602,a ,760,a ,886,a ,703,a ,
2005 October,489,a ,620,a ,777,a ,893,a ,721,a ,
2006 October,486,a ,628,a ,793,a ,898,a ,732,a ,
2007 October,501,a ,652,a ,819,a ,922,a ,758,a ,
2008 October,525,a ,671,a ,836,a ,923,a ,774,a ,
2009 October,533,a ,708,a ,894,a ,970,a ,821,a ,
2010 October,546,a ,700,a ,869,a ,966,a ,803,a ,
2011 October,533,a ,710,a ,880,a ,978,a ,816,a ,
2012 October,575,a ,747,a ,917,a ,990,a ,849,a ,
2013 October,588,a ,752,a ,922,a ,"1,010",a ,855,a ,
2014 October,586,a ,767,a ,942,a ,"1,025",a ,873,a ,
2015 October,603,a ,781,a ,959,a ,"1,058",a ,889,a ,
2016 October,621,a ,802,a ,"1,000",a ,"1,089",a ,925,a ,
2017 October,655,a ,841,a ,"1,037",a ,"1,177",a ,964,a ,
2018 October,669,a ,877,a ,"1,088",a ,"1,220",a ,"1,010",a ,
2019 October,697,a ,915,a ,"1,106",a ,"1,294",a ,"1,040",a ,
2020 October,774,a ,"1,001",a ,"1,216",a ,"1,378",a ,"1,141",a ,
2021 October,780,a ,"1,036",a ,"1,279",a ,"1,410",a ,"1,191",a ,
2022 October,860,a ,"1,124",a ,"1,394",a ,"1,509",a ,"1,299",a ,
2023 October,959,a ,"1,186",a ,"1,473",a ,"1,565",a ,"1,366",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
