Québec — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,357,b ,418,a ,470,a ,531,a ,455,a ,
1991 October,382,a ,441,a ,491,a ,556,a ,479,a ,
1992 October,349,a ,439,a ,501,a ,581,a ,485,a ,
1993 October,348,a ,439,a ,502,a ,579,a ,485,a ,
1994 October,342,a ,436,a ,501,a ,575,a ,483,a ,
1995 October,350,a ,438,a ,513,a ,585,a ,493,a ,
1996 October,346,a ,438,a ,511,a ,580,a ,491,a ,
1997 October,346,a ,440,a ,513,a ,590,a ,493,a ,
1998 October,350,a ,445,a ,513,a ,595,a ,496,a ,
1999 October,364,a ,450,a ,511,a ,598,a ,497,a ,
2000 October,368,a ,459,a ,518,a ,599,a ,505,a ,
2001 October,380,a ,473,a ,538,a ,632,a ,523,a ,
2002 October,388,a ,489,a ,550,a ,653,a ,536,a ,
2003 October,405,a ,506,a ,567,a ,672,a ,555,a ,
2004 October,419,a ,523,a ,596,a ,706,a ,581,a ,
2005 October,434,a ,536,a ,621,a ,724,a ,600,a ,
2006 October,452,a ,558,a ,636,a ,749,a ,619,a ,
2007 October,455,a ,547,a ,641,a ,754,a ,620,a ,
2008 October,452,a ,558,a ,653,a ,771,a ,631,a ,
2009 October,472,a ,582,a ,676,a ,795,a ,655,a ,
2010 October,492,a ,600,a ,692,a ,824,a ,675,a ,
2011 October,523,a ,609,a ,718,a ,850,a ,699,a ,
2012 October,510,a ,618,a ,741,a ,873,a ,712,a ,
2013 October,513,a ,634,a ,757,a ,886,a ,727,a ,
2014 October,534,a ,648,a ,775,a ,899,a ,745,a ,
2015 October,546,a ,666,a ,788,a ,931,a ,761,a ,
2016 October,555,a ,684,a ,808,a ,955,a ,782,a ,
2017 October,549,a ,699,a ,820,a ,978,a ,793,a ,
2018 October,567,a ,720,a ,839,a ,999,a ,814,a ,
2019 October,595,a ,745,a ,862,a ,"1,013",a ,838,a ,
2020 October,607,a ,778,a ,900,a ,"1,069",a ,876,a ,
2021 October,640,a ,819,a ,945,a ,"1,108",a ,916,a ,
2022 October,681,a ,864,a ,976,a ,"1,150",a ,948,a ,
2023 October,715,a ,911,a ,"1,040",a ,"1,187",a ,"1,002",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
