Fredericton — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,395,a ,415,a ,490,a ,575,a ,465,a ,
1991 October,425,a ,450,a ,525,a ,615,b ,485,a ,
1992 October,425,a ,450,a ,525,a ,650,a ,500,a ,
1993 October,400,a ,440,a ,530,a ,650,b ,500,a ,
1994 October,425,a ,450,a ,547,a ,650,a ,525,a ,
1995 October,425,a ,456,a ,550,a ,650,a ,525,a ,
1996 October,440,a ,460,a ,550,a ,650,a ,532,a ,
1997 October,435,a ,475,a ,550,a ,685,a ,540,a ,
1998 October,425,a ,475,a ,575,a ,690,a ,550,a ,
1999 October,445,a ,485,a ,575,a ,650,a ,550,a ,
2000 October,465,a ,500,a ,595,a ,700,a ,565,a ,
2001 October,450,a ,500,a ,600,a ,750,a ,580,a ,
2002 October,465,a ,500,a ,600,a ,755,a ,590,a ,
2003 October,475,a ,500,a ,625,a ,775,a ,600,a ,
2004 October,490,a ,525,a ,650,a ,850,a ,625,a ,
2005 October,525,a ,545,a ,675,a ,860,a ,650,a ,
2006 October,495,b ,555,a ,695,a ,900,a ,675,a ,
2007 October,500,a ,565,a ,700,a ,880,a ,680,a ,
2008 October,520,a ,595,a ,700,a ,925,a ,675,a ,
2009 October,540,a ,600,a ,720,a ,950,a ,695,a ,
2010 October,550,b ,600,a ,740,a ,950,a ,720,a ,
2011 October,550,a ,630,a ,750,a ,975,a ,725,a ,
2012 October,575,a ,650,a ,750,a ,"1,000",a ,750,a ,
2013 October,595,a ,650,a ,760,a ,994,a ,745,a ,
2014 October,600,a ,675,a ,790,a ,995,a ,775,a ,
2015 October,595,a ,675,a ,825,a ,"1,025",a ,790,a ,
2016 October,625,a ,695,a ,805,a ,"1,025",a ,800,a ,
2017 October,620,a ,709,a ,860,a ,"1,095",a ,825,a ,
2018 October,650,a ,739,a ,885,a ,"1,125",a ,850,a ,
2019 October,695,a ,773,a ,940,a ,"1,175",a ,910,a ,
2020 October,700,b ,800,a ,952,a ,"1,200",a ,927,a ,
2021 October,745,a ,850,a ,"1,010",a ,"1,300",a ,995,a ,
2022 October,800,b ,905,a ,"1,114",a ,"1,350",a ,"1,094",a ,
2023 October,900,a ,"1,000",a ,"1,200",a ,"1,450",a ,"1,200",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
