Kitchener - Cambridge - Waterloo — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,**,,4.5,c ,4.2,c ,2.6,c ,3.9,c ,
1992 October,**,,5.2,c ,5.0,b ,3.2,d ,5.0,b ,
1993 October,3.8,d ,1.9,c ,2.2,c ,3.3,d ,2.1,c ,
1994 October,3.9,d ,1.9,c ,1.5,c ,2.8,c ,2.0,c ,
1995 October,4.8,d ,1.8,c ,1.5,a ,++,,1.1,a ,
1996 October,++,,2.8,b ,1.5,a ,1.4,d ,1.8,b ,
1997 October,**,,1.4,a ,1.0,a ,++,,0.9,a ,
1998 October,2.3,c ,3.0,c ,4.1,c ,4.0,d ,3.4,c ,
1999 October,**,,2.4,b ,2.1,a ,1.7,c ,2.3,a ,
2000 October,5.8,d ,5.5,b ,5.0,b ,4.0,c ,5.0,b ,
2001 October,4.4,d ,3.1,c ,3.3,b ,4.2,c ,3.5,b ,
2002 October,4.7,c ,3.9,b ,3.9,b ,3.4,c ,3.9,b ,
2003 October,2.0,c ,2.9,b ,2.2,a ,++,,2.6,a ,
2004 October,1.8,c ,1.8,a ,1.7,b ,1.7,c ,1.8,b ,
2005 October,2.7,b ,1.2,a ,1.3,a ,1.1,a ,1.2,a ,
2006 October,3.5,c ,1.5,a ,1.5,a ,1.5,a ,1.5,a ,
2007 October,1.1,d ,1.0,a ,1.6,b ,1.9,b ,0.9,a ,
2008 October,++,,1.5,a ,1.0,a ,1.2,a ,1.2,a ,
2009 October,1.9,c ,2.0,a ,1.7,a ,1.3,a ,1.8,a ,
2010 October,2.4,a ,1.7,a ,1.5,a ,2.0,a ,1.7,a ,
2011 October,**,,1.7,a ,1.5,a ,1.2,a ,1.5,a ,
2012 October,2.9,a ,3.0,a ,3.0,a ,2.6,a ,3.0,a ,
2013 October,2.8,a ,3.5,a ,3.2,a ,2.9,a ,3.4,a ,
2014 October,2.0,b ,1.7,a ,1.7,a ,1.7,b ,1.7,a ,
2015 October,3.2,c ,2.2,b ,2.6,a ,2.5,b ,2.4,a ,
2016 October,4.4,c ,3.1,b ,2.7,a ,2.7,a ,2.9,a ,
2017 October,2.6,c ,2.9,a ,3.4,b ,2.6,c ,3.3,a ,
2018 October,4.8,c ,**,,5.4,c ,**,,5.5,c ,
2019 October,6.4,b ,5.1,a ,5.1,a ,4.8,b ,5.0,a ,
2020 October,5.2,c ,3.9,b ,3.9,b ,2.7,c ,3.9,b ,
2021 October,5.1,d ,4.5,b ,3.3,b ,**,,5.5,d ,
2022 October,10.4,d ,7.0,b ,7.0,b ,5.5,d ,7.2,b ,
2023 October,4.0,d ,9.0,b ,7.4,b ,4.4,d ,8.8,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
