Kelowna — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,308,a ,405,a ,513,a ,590,a ,466,a ,
1991 October,332,a ,433,a ,551,a ,591,a ,500,a ,
1992 October,378,a ,467,a ,588,a ,648,a ,538,a ,
1993 October,394,a ,493,a ,621,a ,666,a ,568,a ,
1994 October,398,a ,509,a ,629,a ,688,a ,579,a ,
1995 October,420,a ,521,a ,632,a ,705,a ,587,a ,
1996 October,423,a ,521,a ,641,a ,711,a ,594,a ,
1997 October,418,a ,519,a ,637,a ,709,a ,591,a ,
1998 October,423,a ,509,a ,634,a ,717,a ,586,a ,
1999 October,425,a ,518,a ,638,a ,747,a ,592,a ,
2000 October,435,a ,522,a ,639,a ,724,a ,593,a ,
2001 October,463,a ,540,a ,655,a ,729,a ,609,a ,
2002 October,477,a ,558,a ,672,a ,741,a ,627,a ,
2003 October,482,a ,574,a ,692,a ,747,a ,643,a ,
2004 October,467,a ,587,a ,716,a ,780,a ,663,a ,
2005 October,497,a ,614,a ,751,a ,807,a ,693,a ,
2006 October,524,a ,660,a ,796,a ,861,a ,740,a ,
2007 October,568,a ,714,a ,845,a ,994,a ,794,a ,
2008 October,624,a ,800,a ,961,a ,"1,069",a ,893,a ,
2009 October,584,a ,735,a ,892,a ,"1,029",a ,828,a ,
2010 October,587,a ,739,a ,893,a ,"1,038",a ,829,a ,
2011 October,586,a ,734,a ,914,a ,"1,068",a ,845,a ,
2012 October,592,a ,750,a ,918,a ,"1,120",a ,855,a ,
2013 October,606,a ,776,a ,958,a ,"1,144",a ,886,a ,
2014 October,613,a ,787,a ,968,a ,"1,181",a ,901,a ,
2015 October,631,a ,798,a ,994,a ,"1,077",a ,907,a ,
2016 October,710,a ,863,a ,"1,055",a ,"1,220",a ,979,a ,
2017 October,859,a ,936,a ,"1,140",a ,"1,289",a ,"1,048",a ,
2018 October,890,a ,"1,003",a ,"1,251",a ,"1,358",b ,"1,135",a ,
2019 October,968,a ,"1,095",a ,"1,363",a ,"1,520",b ,"1,222",a ,
2020 October,"1,038",a ,"1,145",a ,"1,368",a ,"1,660",a ,"1,261",a ,
2021 October,"1,020",a ,"1,192",a ,"1,463",a ,"1,927",b ,"1,336",a ,
2022 October,"1,106",a ,"1,307",a ,"1,665",a ,"2,193",a ,"1,506",a ,
2023 October,"1,140",a ,"1,479",a ,"1,794",a ,"2,274",a ,"1,645",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
