Montréal — Historical Average Rents by Bedroom Type  
1998 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,365,a ,438,a ,499,a ,597,a ,480,a ,
1999 October,372,a ,452,a ,506,a ,614,a ,492,a ,
2000 October,380,a ,458,a ,509,a ,631,a ,497,a ,
2001 October,404,a ,476,a ,529,a ,652,a ,517,a ,
2002 October,423,a ,505,a ,552,a ,688,a ,545,a ,
2003 October,441,a ,528,a ,575,a ,713,a ,564,a ,
2004 October,459,a ,539,a ,594,a ,729,a ,581,a ,
2005 October,466,a ,562,a ,616,a ,744,a ,601,a ,
2006 October,481,a ,574,a ,636,a ,777,a ,617,a ,
2007 October,490,a ,581,a ,647,a ,808,a ,632,a ,
2008 October,500,a ,594,a ,659,a ,801,a ,640,a ,
2009 October,514,a ,604,a ,669,a ,815,a ,651,a ,
2010 October,526,a ,627,a ,701,a ,863,a ,680,a ,
2011 October,549,a ,641,a ,719,a ,868,a ,699,a ,
2012 October,539,a ,637,a ,711,a ,876,a ,692,a ,
2013 October,555,a ,651,a ,730,a ,879,a ,708,a ,
2014 October,569,a ,655,a ,739,a ,898,a ,719,a ,
2015 October,573,a ,668,a ,760,a ,953,a ,744,a ,
2016 October,586,a ,679,a ,791,a ,958,a ,761,a ,
2017 October,598,a ,698,a ,782,a ,966,a ,766,a ,
2018 October,641,a ,720,a ,809,a ,"1,009",a ,797,a ,
2019 October,655,a ,754,a ,856,a ,"1,072",a ,841,a ,
2020 October,702,a ,810,a ,903,a ,"1,113",a ,892,a ,
2021 October,712,a ,821,a ,932,a ,"1,146",a ,913,a ,
2022 October,785,a ,912,a ,"1,022",a ,"1,232",a ,998,a ,
2023 October,810,a ,960,a ,"1,096",a ,"1,324",a ,"1,074",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
