Charlottetown — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,327,a ,388,a ,486,a ,531,a ,450,a ,
1991 October,328,a ,392,a ,507,a ,568,a ,462,a ,
1992 October,334,a ,414,a ,512,a ,600,a ,472,a ,
1993 October,341,a ,414,a ,521,a ,602,a ,479,a ,
1994 October,336,a ,412,a ,523,a ,600,a ,482,a ,
1995 October,355,a ,422,a ,527,a ,615,a ,492,a ,
1996 October,355,a ,424,a ,525,a ,621,a ,491,a ,
1997 October,367,a ,430,a ,532,a ,642,a ,499,a ,
1998 October,365,a ,433,a ,533,a ,638,a ,504,a ,
1999 October,354,b ,433,a ,536,a ,679,a ,510,a ,
2000 October,371,a ,438,a ,543,a ,691,a ,516,a ,
2001 October,357,a ,448,a ,566,a ,710,a ,537,a ,
2002 October,374,a ,463,a ,568,a ,703,a ,539,a ,
2003 October,403,a ,468,a ,591,a ,751,a ,566,a ,
2004 October,393,b ,489,a ,611,a ,778,a ,588,a ,
2005 October,408,a ,486,a ,618,a ,809,a ,593,a ,
2006 October,423,a ,505,a ,639,a ,823,a ,614,a ,
2007 October,435,a ,524,a ,661,a ,799,a ,629,a ,
2008 October,432,a ,538,a ,675,a ,843,a ,644,a ,
2009 October,447,a ,561,a ,703,a ,861,a ,675,a ,
2010 October,477,a ,577,a ,733,a ,835,a ,693,a ,
2011 October,490,a ,602,a ,762,a ,928,a ,728,a ,
2012 October,513,a ,632,a ,804,a ,972,a ,771,a ,
2013 October,531,a ,649,a ,805,a ,985,a ,777,a ,
2014 October,523,a ,672,a ,837,a ,972,a ,799,a ,
2015 October,533,a ,685,a ,834,a ,990,a ,802,a ,
2016 October,560,a ,704,a ,876,a ,"1,015",a ,839,a ,
2017 October,576,b ,734,a ,911,a ,"1,040",a ,871,a ,
2018 October,585,b ,755,a ,937,a ,"1,059",a ,893,a ,
2019 October,581,a ,780,a ,962,a ,"1,110",a ,921,a ,
2020 October,621,d ,820,a ,"1,013",a ,"1,163",a ,964,a ,
2021 October,596,b ,836,a ,"1,119",a ,"1,201",a ,"1,052",a ,
2022 October,629,c ,927,b ,"1,083",a ,"1,226",a ,"1,052",a ,
2023 October,664,b ,910,a ,"1,190",a ,"1,231",b ,"1,125",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
