Ottawa — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,5.8,b ,6.2,b ,5.6,b ,4.6,c ,5.8,a ,
1992 October,6.5,b ,5.5,b ,5.4,b ,5.9,b ,5.3,b ,
1993 October,3.0,c ,4.2,b ,3.9,b ,3.6,c ,3.6,b ,
1994 October,4.0,b ,2.1,b ,2.5,b ,2.0,c ,2.3,a ,
1995 October,++,,++,,0.9,a ,1.3,d ,0.6,a ,
1996 October,-1.1,d ,++,,++,,++,,++,,
1997 October,1.0,d ,++,,-0.9,d ,++,,++,,
1998 October,2.3,b ,2.2,b ,3.6,b ,**,,2.9,a ,
1999 October,3.9,b ,4.3,b ,4.8,b ,2.5,c ,4.3,a ,
2000 October,14.1,a ,14.8,a ,14.2,a ,18.2,d ,14.1,a ,
2001 October,8.8,b ,6.6,b ,5.5,b ,3.7,d ,6.0,b ,
2002 October,++,,++,,1.4,a ,++,,1.1,a ,
2003 October,1.9,c ,++,,0.6,b ,4.8,c ,0.4,b ,
2004 October,++,,++,,++,,-2.5,c ,++,,
2005 October,-1.3,a ,-1.5,b ,-2.3,a ,++,,-1.4,a ,
2006 October,2.2,b ,2.0,a ,2.7,a ,1.8,b ,1.8,a ,
2007 October,1.3,a ,2.8,a ,2.2,a ,2.2,a ,2.5,a ,
2008 October,4.4,a ,3.6,a ,3.6,a ,3.3,b ,3.4,a ,
2009 October,3.3,a ,3.3,a ,3.1,a ,2.6,a ,3.4,a ,
2010 October,3.1,a ,2.8,a ,3.5,a ,4.6,b ,2.9,a ,
2011 October,2.0,a ,2.4,a ,2.3,a ,1.9,c ,2.3,a ,
2012 October,3.5,a ,2.1,a ,2.0,a ,3.8,c ,2.2,a ,
2013 October,1.9,a ,1.4,a ,2.0,a ,1.7,b ,1.5,a ,
2014 October,1.2,a ,0.6,a ,++,,1.4,a ,0.5,a ,
2015 October,2.6,a ,3.0,a ,3.0,b ,1.5,a ,2.6,a ,
2016 October,2.6,a ,2.1,a ,2.1,a ,2.4,c ,2.1,a ,
2017 October,3.5,c ,2.1,a ,2.0,a ,3.0,c ,2.2,a ,
2018 October,5.2,b ,5.9,a ,5.6,b ,5.3,c ,5.4,a ,
2019 October,6.8,b ,8.2,a ,8.0,a ,5.9,a ,8.1,a ,
2020 October,7.2,c ,5.3,b ,5.2,b ,3.2,b ,4.6,a ,
2021 October,1.7,c ,2.4,b ,1.5,a ,3.5,d ,2.5,a ,
2022 October,4.1,b ,3.5,b ,5.0,b ,**,,4.0,b ,
2023 October,3.6,c ,4.4,b ,4.0,b ,4.4,d ,4.3,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
