Charlottetown — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,2.9,b ,2.0,a ,2.2,a ,**,,2.1,a ,
1992 October,1.6,c ,1.5,a ,0.9,a ,2.2,c ,1.4,a ,
1993 October,**,,**,,**,,**,,**,,
1994 October,++,,++,,0.9,a ,3.3,d ,0.5,a ,
1995 October,0.6,b ,++,,-0.6,a ,-1.6,c ,-0.3,b ,
1996 October,**,,1.0,a ,0.6,a ,++,,0.6,a ,
1997 October,0.5,a ,0.6,a ,++,,**,,0.3,b ,
1998 October,++,,0.5,b ,0.3,b ,++,,0.4,a ,
1999 October,++,,++,,++,,++,,++,,
2000 October,++,,1.6,c ,++,,1.3,d ,1.0,d ,
2001 October,1.2,a ,1.4,a ,3.0,c ,2.3,c ,2.7,b ,
2002 October,5.0,d ,1.6,b ,0.8,d ,2.0,c ,1.3,a ,
2003 October,**,,2.3,c ,2.7,c ,++,,2.8,b ,
2004 October,**,,2.0,c ,1.0,d ,++,,1.0,d ,
2005 October,2.8,c ,++,,++,,++,,++,,
2006 October,4.3,d ,3.8,c ,4.0,c ,5.1,d ,3.7,b ,
2007 October,++,,1.5,a ,++,,-1.0,d ,0.7,a ,
2008 October,2.2,b ,2.1,a ,3.2,c ,4.6,b ,2.5,a ,
2009 October,6.7,b ,5.3,a ,4.6,a ,3.7,b ,4.7,a ,
2010 October,1.4,a ,2.4,a ,2.1,a ,++,,1.3,a ,
2011 October,1.2,d ,2.2,a ,2.4,a ,8.7,c ,3.6,b ,
2012 October,3.0,c ,3.0,b ,2.9,a ,3.8,c ,3.0,a ,
2013 October,2.3,c ,2.8,a ,1.2,a ,++,,1.3,a ,
2014 October,++,,1.1,a ,0.3,b ,++,,++,,
2015 October,2.0,c ,++,,**,,1.3,a ,++,,
2016 October,++,,**,,**,,++,,**,,
2017 October,++,,1.2,a ,1.0,a ,1.5,a ,0.9,d ,
2018 October,**,,2.4,b ,2.5,b ,2.0,c ,2.6,a ,
2019 October,3.0,d ,2.7,b ,3.0,b ,4.5,c ,3.1,b ,
2020 October,++,,3.0,b ,2.6,c ,3.2,d ,2.8,b ,
2021 October,**,,++,,**,,4.0,d ,**,,
2022 October,++,,4.5,d ,++,,2.9,c ,++,,
2023 October,++,,++,,**,,++,,**,,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
