Regina — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,3.6,d ,0.8,a ,1.1,a ,**,,1.3,a ,
1992 October,2.2,c ,++,,1.0,d ,++,,++,,
1993 October,**,,2.0,c ,1.4,a ,1.3,a ,1.8,b ,
1994 October,++,,-0.6,a ,++,,-0.6,b ,-0.4,b ,
1995 October,1.3,a ,0.7,a ,0.9,a ,0.8,d ,1.0,a ,
1996 October,0.9,d ,2.2,b ,1.7,b ,3.2,c ,1.7,b ,
1997 October,3.1,c ,3.7,c ,3.9,c ,5.1,d ,3.9,b ,
1998 October,5.4,d ,3.5,c ,3.7,b ,3.7,c ,3.8,b ,
1999 October,4.1,d ,4.1,c ,3.0,a ,++,,3.0,c ,
2000 October,**,,1.7,c ,2.8,b ,3.0,b ,2.3,b ,
2001 October,4.6,c ,3.6,c ,3.2,b ,1.2,d ,3.1,b ,
2002 October,3.4,d ,0.9,a ,1.3,a ,++,,1.5,b ,
2003 October,++,,1.5,a ,1.5,b ,1.3,d ,1.2,a ,
2004 October,2.9,b ,2.7,b ,1.4,a ,++,,2.0,b ,
2005 October,2.8,b ,0.9,a ,1.3,a ,++,,1.0,d ,
2006 October,1.6,c ,2.2,a ,2.0,b ,2.6,a ,2.4,b ,
2007 October,5.6,b ,6.6,a ,6.3,a ,7.0,b ,6.6,a ,
2008 October,14.1,c ,13.7,a ,13.9,a ,14.2,a ,14.3,a ,
2009 October,10.6,a ,10.0,a ,10.4,a ,9.6,a ,10.0,a ,
2010 October,7.6,a ,6.9,a ,6.4,a ,7.4,a ,6.8,a ,
2011 October,7.8,b ,6.7,a ,6.0,a ,4.2,a ,6.2,a ,
2012 October,6.9,b ,4.5,a ,4.7,a ,7.0,b ,4.7,a ,
2013 October,3.8,b ,5.0,a ,3.6,a ,3.8,b ,4.1,a ,
2014 October,4.9,a ,3.0,a ,3.0,a ,3.7,b ,3.5,a ,
2015 October,2.2,c ,1.1,a ,0.4,a ,++,,0.6,a ,
2016 October,1.3,d ,++,,++,,0.5,b ,-0.2,b ,
2017 October,++,,0.3,a ,0.6,a ,++,,0.5,a ,
2018 October,-0.6,a ,-0.4,a ,-0.4,a ,-1.4,a ,-0.3,a ,
2019 October,-0.5,a ,-0.5,a ,-0.2,b ,-1.0,a ,-0.4,a ,
2020 October,0.8,a ,0.5,a ,0.8,a ,1.2,a ,0.5,a ,
2021 October,++,,++,,++,,++,,++,,
2022 October,6.7,c ,4.1,a ,3.2,b ,3.8,c ,3.4,a ,
2023 October,7.1,b ,8.3,a ,7.7,a ,++,,7.6,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
