Trois-Rivières — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,**,,3.6,c ,4.7,c ,2.8,b ,2.7,a ,
1992 October,3.5,d ,2.4,b ,2.8,a ,2.7,b ,2.6,a ,
1993 October,**,,**,,0.9,a ,**,,**,,
1994 October,**,,0.8,d ,++,,1.0,d ,++,,
1995 October,++,,++,,++,,0.7,b ,0.7,a ,
1996 October,++,,-1.0,d ,0.9,d ,++,,++,,
1997 October,**,,++,,++,,1.9,b ,1.3,d ,
1998 October,++,,**,,0.8,d ,++,,0.8,d ,
1999 October,**,,1.5,c ,++,,1.7,c ,1.0,a ,
2000 October,**,,++,,1.1,d ,++,,**,,
2001 October,5.8,c ,2.5,c ,4.6,c ,3.2,b ,2.6,a ,
2002 October,++,,2.7,b ,2.2,b ,2.2,b ,1.7,b ,
2003 October,3.7,d ,1.5,c ,++,,1.8,c ,1.6,b ,
2004 October,2.7,c ,3.1,d ,4.1,c ,3.5,d ,3.0,c ,
2005 October,**,,4.1,c ,3.6,c ,3.7,c ,3.3,c ,
2006 October,++,,2.6,b ,2.2,b ,4.4,b ,2.8,a ,
2007 October,6.7,b ,3.9,b ,4.4,b ,3.1,c ,4.0,b ,
2008 October,3.6,d ,1.6,c ,3.0,b ,2.8,b ,3.0,b ,
2009 October,++,,3.3,c ,2.1,b ,1.4,a ,2.0,b ,
2010 October,2.4,c ,1.8,c ,2.2,b ,2.5,b ,2.4,b ,
2011 October,9.2,c ,3.7,b ,2.8,a ,2.2,a ,3.1,b ,
2012 October,**,,-2.4,b ,**,,++,,-1.1,a ,
2013 October,++,,1.7,c ,1.0,a ,++,,0.8,a ,
2014 October,6.6,b ,1.2,a ,1.9,c ,1.3,a ,1.6,b ,
2015 October,++,,1.2,a ,1.2,a ,1.5,a ,1.3,a ,
2016 October,7.1,b ,3.2,b ,2.1,b ,1.9,b ,1.7,b ,
2017 October,1.5,d ,1.7,c ,++,,++,,1.1,a ,
2018 October,++,,-0.7,b ,++,,++,,++,,
2019 October,8.8,b ,5.9,a ,4.1,b ,9.0,a ,4.4,a ,
2020 October,++,,1.5,d ,2.0,b ,2.4,c ,1.9,b ,
2021 October,3.3,d ,3.4,c ,3.8,b ,4.7,b ,3.8,b ,
2022 October,**,,6.0,c ,5.8,b ,6.5,c ,6.6,b ,
2023 October,**,,9.8,b ,9.3,b ,10.0,d ,9.8,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
