Québec — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,315,a ,395,a ,457,a ,520,a ,445,a ,
1991 October,330,a ,420,a ,480,a ,540,a ,465,a ,
1992 October,340,a ,430,a ,485,a ,560,a ,470,a ,
1993 October,336,a ,420,a ,490,a ,560,a ,475,a ,
1994 October,335,a ,425,a ,490,a ,550,a ,475,a ,
1995 October,335,a ,420,a ,500,a ,565,a ,480,a ,
1996 October,330,a ,425,a ,495,a ,570,a ,480,a ,
1997 October,335,a ,420,a ,495,a ,565,a ,480,a ,
1998 October,335,a ,420,a ,497,a ,570,a ,480,a ,
1999 October,340,a ,420,a ,500,a ,574,a ,485,a ,
2000 October,340,a ,425,a ,499,a ,581,a ,485,a ,
2001 October,350,a ,445,a ,510,a ,595,a ,500,a ,
2002 October,375,a ,460,a ,530,a ,615,a ,515,a ,
2003 October,390,a ,480,a ,540,a ,640,a ,530,a ,
2004 October,395,a ,500,a ,565,a ,670,a ,550,a ,
2005 October,415,a ,515,a ,590,a ,685,a ,575,a ,
2006 October,425,a ,528,a ,600,a ,715,a ,597,a ,
2007 October,435,a ,525,a ,610,a ,724,a ,600,a ,
2008 October,432,a ,535,a ,625,a ,735,a ,605,a ,
2009 October,445,a ,550,a ,650,a ,750,a ,627,a ,
2010 October,475,a ,575,a ,660,a ,792,a ,650,a ,
2011 October,500,a ,590,a ,689,a ,800,a ,670,a ,
2012 October,500,a ,600,a ,710,a ,815,a ,680,a ,
2013 October,500,a ,605,a ,725,a ,845,a ,695,a ,
2014 October,512,a ,617,a ,740,a ,855,a ,709,a ,
2015 October,525,a ,630,a ,750,a ,875,a ,724,a ,
2016 October,531,a ,641,a ,758,a ,885,a ,740,a ,
2017 October,530,a ,650,a ,770,a ,905,a ,750,a ,
2018 October,539,a ,665,a ,780,a ,911,a ,760,a ,
2019 October,560,a ,685,a ,799,a ,920,a ,780,a ,
2020 October,582,a ,724,a ,820,a ,969,a ,802,a ,
2021 October,596,a ,748,a ,858,a ,"1,000",a ,840,a ,
2022 October,625,a ,788,a ,875,a ,"1,020",a ,861,a ,
2023 October,662,a ,816,a ,918,a ,"1,076",a ,900,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
