Toronto — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,8.0,b ,6.4,a ,6.6,a ,6.0,b ,6.3,a ,
1992 October,3.8,c ,4.3,a ,4.2,a ,5.0,b ,3.9,a ,
1993 October,4.5,b ,4.1,a ,3.5,a ,3.8,b ,3.6,a ,
1994 October,2.1,b ,2.6,a ,2.5,a ,2.3,b ,2.4,a ,
1995 October,3.6,b ,3.5,a ,3.7,a ,2.6,a ,3.3,a ,
1996 October,2.8,b ,2.5,a ,2.6,a ,3.0,b ,2.6,a ,
1997 October,2.9,a ,2.8,a ,2.5,a ,3.2,c ,2.6,a ,
1998 October,6.5,b ,6.8,a ,7.0,a ,7.0,b ,6.8,a ,
1999 October,6.8,b ,5.3,a ,4.9,a ,4.3,c ,4.9,a ,
2000 October,7.6,b ,8.7,a ,8.9,a ,8.9,b ,8.4,a ,
2001 October,6.2,b ,6.2,a ,6.3,a ,**,,6.0,a ,
2002 October,4.5,c ,2.8,a ,2.7,a ,2.7,b ,3.0,b ,
2003 October,1.2,d ,++,,0.8,d ,++,,0.5,b ,
2004 October,++,,++,,++,,++,,++,,
2005 October,++,,0.5,a ,0.9,a ,1.1,a ,0.6,a ,
2006 October,0.8,a ,0.8,a ,1.1,a ,1.2,a ,1.1,a ,
2007 October,2.0,a ,1.2,a ,1.0,a ,1.0,a ,1.2,a ,
2008 October,2.0,b ,1.6,a ,1.7,a ,1.6,a ,1.6,a ,
2009 October,1.7,b ,1.9,a ,2.2,a ,2.2,b ,2.0,a ,
2010 October,1.7,a ,1.6,a ,1.9,a ,2.4,a ,1.8,a ,
2011 October,2.2,a ,1.7,a ,1.9,a ,1.1,a ,1.8,a ,
2012 October,3.1,b ,2.9,a ,2.8,a ,3.0,a ,2.9,a ,
2013 October,3.7,b ,3.0,a ,2.9,a ,3.3,b ,3.1,a ,
2014 October,2.3,a ,2.7,a ,2.6,a ,2.1,a ,2.6,a ,
2015 October,3.4,b ,3.3,a ,3.4,a ,2.7,a ,3.2,a ,
2016 October,3.0,b ,3.4,a ,3.2,a ,2.2,b ,3.1,a ,
2017 October,4.7,b ,4.4,a ,4.2,a ,4.7,c ,4.4,a ,
2018 October,6.8,b ,6.0,a ,5.2,a ,4.9,b ,5.4,a ,
2019 October,7.2,a ,7.1,a ,6.1,a ,5.2,c ,6.4,a ,
2020 October,4.4,c ,4.7,a ,4.5,a ,**,,4.7,a ,
2021 October,0.8,d ,1.0,a ,1.2,a ,1.4,a ,1.0,a ,
2022 October,6.8,b ,6.2,a ,6.5,a ,6.5,b ,6.2,a ,
2023 October,8.7,a ,9.0,a ,8.8,a ,6.0,b ,9.1,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
