Moncton — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,3.4,d ,3.3,c ,3.3,b ,3.2,d ,3.5,b ,
1992 October,1.1,d ,2.6,b ,2.4,b ,**,,2.5,a ,
1993 October,**,,0.9,a ,**,,**,,0.8,a ,
1994 October,++,,++,,++,,++,,++,,
1995 October,0.9,d ,1.8,c ,1.1,a ,++,,1.0,a ,
1996 October,++,,0.7,a ,++,,++,,++,,
1997 October,1.6,c ,++,,1.4,a ,++,,1.2,a ,
1998 October,++,,1.0,a ,0.6,a ,++,,0.4,b ,
1999 October,++,,0.8,d ,0.9,a ,++,,0.8,a ,
2000 October,2.5,c ,2.1,b ,2.5,c ,++,,2.4,b ,
2001 October,2.2,c ,0.9,a ,++,,++,,++,,
2002 October,1.9,c ,2.4,b ,2.1,b ,++,,2.2,a ,
2003 October,3.0,c ,2.2,c ,1.2,a ,2.4,c ,1.7,b ,
2004 October,++,,3.5,b ,1.6,c ,++,,1.6,b ,
2005 October,2.1,c ,1.0,d ,1.4,a ,2.2,c ,1.8,b ,
2006 October,4.4,c ,1.9,b ,1.8,b ,1.4,d ,1.8,b ,
2007 October,2.2,c ,2.8,b ,2.0,a ,++,,2.0,a ,
2008 October,2.5,b ,1.9,b ,2.2,a ,2.4,b ,2.4,b ,
2009 October,2.1,b ,2.7,a ,2.0,a ,1.2,a ,2.5,a ,
2010 October,2.1,b ,1.6,b ,2.0,a ,1.0,d ,1.9,a ,
2011 October,3.4,c ,2.2,a ,1.9,a ,3.3,d ,1.9,a ,
2012 October,4.0,c ,2.5,b ,1.9,b ,1.7,c ,2.2,b ,
2013 October,++,,0.8,d ,2.0,a ,1.3,a ,1.4,a ,
2014 October,++,,0.9,d ,1.1,a ,++,,1.0,a ,
2015 October,1.7,c ,++,,++,,++,,++,,
2016 October,2.3,c ,2.3,b ,1.9,a ,1.6,c ,2.0,a ,
2017 October,**,,0.6,b ,0.7,b ,1.4,a ,++,,
2018 October,6.3,b ,3.4,b ,3.1,b ,3.3,c ,3.6,b ,
2019 October,++,,2.1,c ,2.6,b ,2.6,c ,2.3,b ,
2020 October,5.0,d ,4.3,c ,4.5,b ,**,,5.0,b ,
2021 October,**,,5.2,c ,3.1,c ,++,,3.2,c ,
2022 October,5.8,c ,6.0,b ,6.4,b ,5.2,d ,6.4,b ,
2023 October,8.9,c ,9.0,b ,7.7,b ,**,,7.2,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
