Fredericton — Historical % Change of Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,**,,**,,**,,
1991 October,5.2,c ,5.1,b ,5.2,b ,6.4,c ,5.0,b ,
1992 October,2.6,c ,2.2,b ,2.1,b ,1.3,d ,2.5,b ,
1993 October,**,,-1.9,c ,**,,**,,**,,
1994 October,1.8,c ,2.2,c ,3.3,d ,++,,1.9,c ,
1995 October,1.3,d ,1.7,c ,++,,**,,0.7,b ,
1996 October,2.6,c ,2.0,b ,1.6,b ,1.2,d ,1.5,b ,
1997 October,++,,++,,++,,2.6,c ,++,,
1998 October,**,,0.8,d ,2.0,b ,++,,1.2,a ,
1999 October,2.1,c ,1.5,a ,++,,1.2,d ,0.7,b ,
2000 October,3.9,d ,2.4,c ,2.3,c ,**,,2.6,c ,
2001 October,3.0,c ,3.7,c ,4.0,b ,3.5,d ,3.5,b ,
2002 October,++,,++,,1.4,a ,++,,1.5,c ,
2003 October,6.5,c ,2.4,c ,1.9,b ,**,,2.0,b ,
2004 October,**,,2.5,c ,3.2,c ,4.3,d ,3.2,c ,
2005 October,++,,2.9,c ,2.7,c ,3.7,d ,2.7,c ,
2006 October,++,,1.8,c ,1.6,c ,**,,1.5,c ,
2007 October,**,,2.1,b ,1.1,a ,**,,1.3,a ,
2008 October,++,,0.8,a ,1.1,a ,4.0,d ,1.0,a ,
2009 October,2.5,c ,2.4,a ,2.5,a ,++,,2.3,a ,
2010 October,3.2,c ,3.0,b ,2.5,a ,1.8,c ,2.5,a ,
2011 October,**,,2.4,b ,1.6,b ,2.2,c ,1.8,a ,
2012 October,++,,2.8,a ,3.4,b ,1.1,d ,2.8,a ,
2013 October,**,,++,,0.8,a ,1.5,c ,0.7,a ,
2014 October,**,,3.1,c ,1.2,a ,++,,1.3,a ,
2015 October,++,,++,,1.4,a ,2.2,c ,1.3,a ,
2016 October,4.4,d ,3.0,b ,1.8,b ,2.9,c ,2.0,b ,
2017 October,5.1,d ,1.8,c ,2.2,b ,1.3,d ,1.9,b ,
2018 October,2.9,c ,3.9,b ,3.3,b ,2.4,b ,3.4,b ,
2019 October,5.3,b ,4.9,b ,3.6,b ,3.3,d ,4.0,b ,
2020 October,2.2,c ,3.6,b ,3.1,b ,1.9,c ,2.5,b ,
2021 October,3.4,d ,5.6,b ,4.4,b ,3.9,c ,4.4,b ,
2022 October,7.0,c ,7.6,b ,10.1,c ,7.4,c ,9.0,b ,
2023 October,13.5,d ,9.2,c ,6.6,c ,**,,7.1,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
