Moncton — Historical Average Rents by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,304,a ,377,a ,445,a ,470,b ,416,a ,
1991 October,312,a ,395,a ,456,a ,502,a ,432,a ,
1992 October,327,a ,405,a ,470,a ,522,a ,447,a ,
1993 October,338,a ,408,a ,480,a ,515,b ,455,a ,
1994 October,331,a ,416,a ,495,a ,522,a ,467,a ,
1995 October,345,a ,414,a ,506,a ,540,a ,473,a ,
1996 October,342,a ,424,a ,514,a ,527,a ,482,a ,
1997 October,348,a ,430,a ,524,a ,556,a ,493,a ,
1998 October,345,a ,434,a ,531,a ,558,a ,500,a ,
1999 October,344,a ,442,a ,537,a ,568,a ,508,a ,
2000 October,347,a ,445,a ,559,a ,580,a ,523,a ,
2001 October,355,a ,454,a ,561,a ,604,a ,526,a ,
2002 October,429,d ,463,a ,578,a ,617,a ,546,a ,
2003 October,372,a ,483,a ,588,a ,620,a ,554,a ,
2004 October,**,,498,a ,610,a ,656,a ,582,a ,
2005 October,394,a ,513,a ,612,a ,669,a ,583,a ,
2006 October,426,b ,539,a ,636,a ,686,a ,608,a ,
2007 October,413,a ,531,a ,643,a ,719,a ,611,a ,
2008 October,428,a ,546,a ,657,a ,736,a ,627,a ,
2009 October,444,a ,572,a ,675,a ,759,a ,648,a ,
2010 October,456,a ,577,a ,691,a ,790,a ,662,a ,
2011 October,479,a ,590,a ,715,a ,796,a ,684,a ,
2012 October,485,a ,618,a ,731,a ,901,b ,709,a ,
2013 October,532,a ,625,a ,742,a ,906,a ,714,a ,
2014 October,541,a ,646,a ,762,a ,904,a ,730,a ,
2015 October,530,a ,639,a ,762,a ,890,b ,729,a ,
2016 October,580,a ,676,a ,799,a ,947,b ,768,a ,
2017 October,584,a ,675,a ,804,a ,924,b ,765,a ,
2018 October,607,a ,697,a ,832,a ,928,b ,796,a ,
2019 October,624,a ,731,a ,871,a ,969,a ,832,a ,
2020 October,685,a ,771,a ,949,a ,"1,053",b ,897,a ,
2021 October,717,a ,857,a ,"1,042",a ,"1,074",b ,992,a ,
2022 October,765,a ,926,a ,"1,120",a ,"1,203",a ,"1,065",a ,
2023 October,835,b ,998,a ,"1,236",a ,"1,288",b ,"1,181",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
