Kitchener - Cambridge - Waterloo — Historical Median Rent by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,350,b ,420,a ,507,a ,690,a ,495,a ,
1991 October,360,b ,457,a ,550,a ,720,a ,530,a ,
1992 October,360,a ,484,a ,590,a ,749,a ,550,a ,
1993 October,384,a ,485,a ,580,a ,713,a ,554,a ,
1994 October,399,a ,498,a ,585,a ,741,a ,564,a ,
1995 October,380,a ,518,a ,615,a ,750,a ,595,a ,
1996 October,410,a ,530,a ,619,a ,750,a ,599,a ,
1997 October,405,a ,540,a ,625,a ,745,a ,600,a ,
1998 October,429,b ,549,a ,635,a ,749,a ,610,a ,
1999 October,435,a ,561,a ,650,a ,750,a ,630,a ,
2000 October,487,b ,590,a ,675,a ,775,a ,660,a ,
2001 October,475,a ,602,a ,699,a ,805,a ,680,a ,
2002 October,525,b ,630,a ,735,a ,849,a ,710,a ,
2003 October,513,a ,645,a ,747,a ,860,a ,715,a ,
2004 October,540,b ,650,a ,750,a ,895,a ,730,a ,
2005 October,535,b ,660,a ,770,a ,909,a ,750,a ,
2006 October,560,b ,672,a ,775,a ,918,a ,759,a ,
2007 October,535,a ,675,a ,788,a ,925,a ,766,a ,
2008 October,550,a ,695,a ,800,a ,950,a ,781,a ,
2009 October,585,a ,706,a ,819,a ,946,a ,795,a ,
2010 October,575,a ,723,a ,830,a ,970,a ,807,a ,
2011 October,600,a ,730,a ,846,a ,985,a ,822,a ,
2012 October,635,a ,750,a ,863,a ,"1,000",a ,841,a ,
2013 October,645,a ,785,a ,900,a ,"1,050",a ,875,a ,
2014 October,650,b ,799,a ,926,a ,"1,070",a ,895,a ,
2015 October,685,b ,815,a ,944,a ,"1,110",a ,914,a ,
2016 October,700,a ,849,a ,993,a ,"1,200",a ,954,a ,
2017 October,709,a ,884,a ,"1,033",a ,"1,199",a ,992,a ,
2018 October,780,a ,943,a ,"1,095",a ,"1,219",a ,"1,048",a ,
2019 October,800,a ,988,a ,"1,157",a ,"1,250",a ,"1,106",a ,
2020 October,817,a ,"1,026",a ,"1,210",a ,"1,350",b ,"1,170",a ,
2021 October,900,b ,"1,098",a ,"1,277",a ,"1,503",b ,"1,225",a ,
2022 October,"1,050",b ,"1,211",a ,"1,400",a ,"1,472",b ,"1,327",a ,
2023 October,"1,198",b ,"1,340",a ,"1,600",a ,"1,679",b ,"1,500",a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
