Saskatoon — Historical % of Homeowner and Condominium Units Absorbed at Completion by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,**,**,**,**,**,
Feb 1990,**,**,**,**,**,
Mar 1990,**,**,**,**,**,
Apr 1990,**,**,**,**,**,
May 1990,**,**,**,**,**,
Jun 1990,**,**,91.3 %,**,91.3 %,
Jul 1990,**,**,0.0 %,**,0.0 %,
Aug 1990,**,**,**,**,**,
Sep 1990,**,**,**,**,**,
Oct 1990,**,**,100.0 %,0.0 %,14.3 %,
Nov 1990,**,**,**,**,**,
Dec 1990,0.0 %,64.3 %,44.4 %,**,54.2 %,
Jan 1991,**,0.0 %,**,42.9 %,40.5 %,
Feb 1991,**,0.0 %,**,**,0.0 %,
Mar 1991,**,**,**,**,**,
Apr 1991,**,0.0 %,**,**,0.0 %,
May 1991,**,**,100.0 %,**,100.0 %,
Jun 1991,**,**,66.7 %,**,66.7 %,
Jul 1991,**,**,45.5 %,**,45.5 %,
Aug 1991,**,**,100.0 %,**,100.0 %,
Sep 1991,**,**,**,**,**,
Oct 1991,**,**,90.9 %,**,90.9 %,
Nov 1991,**,**,**,**,**,
Dec 1991,**,**,**,**,**,
Jan 1992,**,**,**,**,**,
Feb 1992,**,**,75.0 %,**,75.0 %,
Mar 1992,**,**,**,**,**,
Apr 1992,**,**,**,**,**,
May 1992,**,**,**,**,**,
Jun 1992,**,100.0 %,**,**,100.0 %,
Jul 1992,100.0 %,100.0 %,50.0 %,82.0 %,83.1 %,
Aug 1992,**,44.4 %,**,**,44.4 %,
Sep 1992,**,**,**,**,**,
Oct 1992,**,**,**,**,**,
Nov 1992,**,**,**,**,**,
Dec 1992,**,**,**,**,**,
Jan 1993,**,0.0 %,**,**,0.0 %,
Feb 1993,**,**,**,**,**,
Mar 1993,**,**,**,**,**,
Apr 1993,**,**,100.0 %,**,100.0 %,
May 1993,**,**,**,**,**,
Jun 1993,**,**,**,**,**,
Jul 1993,**,100.0 %,**,**,100.0 %,
Aug 1993,100.0 %,86.4 %,**,98.5 %,95.5 %,
Sep 1993,**,**,**,**,**,
Oct 1993,**,50.0 %,**,**,50.0 %,
Nov 1993,**,50.0 %,**,88.1 %,84.6 %,
Dec 1993,**,50.0 %,**,65.7 %,62.2 %,
Jan 1994,**,**,**,**,**,
Feb 1994,**,**,**,**,**,
Mar 1994,**,**,**,**,**,
Apr 1994,**,**,**,100.0 %,100.0 %,
May 1994,**,**,**,**,**,
Jun 1994,**,**,**,100.0 %,100.0 %,
Jul 1994,**,**,75.0 %,100.0 %,93.8 %,
Aug 1994,**,**,**,**,**,
Sep 1994,**,85.7 %,**,**,85.7 %,
Oct 1994,**,100.0 %,**,50.0 %,66.7 %,
Nov 1994,**,50.0 %,**,87.5 %,80.0 %,
Dec 1994,**,**,**,**,**,
Jan 1995,**,**,**,**,**,
Feb 1995,**,**,**,53.8 %,53.8 %,
Mar 1995,**,**,**,**,**,
Apr 1995,**,**,**,**,**,
May 1995,**,100.0 %,**,**,100.0 %,
Jun 1995,**,**,50.0 %,**,50.0 %,
