Windsor — Historical % of Homeowner and Condominium Units Absorbed at Completion by Dwelling Type  
January 2023 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 2023,70.6 %,50.0 %,100.0 %,100.0 %,85.5 %,
Feb 2023,81.3 %,50.0 %,0.0 %,**,69.2 %,
Mar 2023,57.7 %,0.0 %,100.0 %,**,57.5 %,
Apr 2023,53.7 %,100.0 %,100.0 %,**,58.3 %,
May 2023,83.9 %,25.0 %,100.0 %,**,81.6 %,
Jun 2023,56.0 %,0.0 %,46.2 %,0.0 %,27.4 %,
Jul 2023,70.4 %,66.7 %,**,100.0 %,86.3 %,
Aug 2023,60.0 %,75.0 %,100.0 %,100.0 %,86.9 %,
Sep 2023,60.9 %,50.0 %,100.0 %,**,63.6 %,
Oct 2023,72.5 %,54.2 %,100.0 %,**,69.9 %,
Nov 2023,68.8 %,33.3 %,100.0 %,100.0 %,89.6 %,
Dec 2023,85.0 %,66.7 %,100.0 %,**,86.5 %,
Jan 2024,76.1 %,100.0 %,100.0 %,100.0 %,92.9 %,
Feb 2024,56.8 %,10.0 %,**,100.0 %,82.8 %,
Mar 2024,68.8 %,0.0 %,100.0 %,100.0 %,75.0 %,

Source,CMHC Starts and Completions Survey
