Guelph — Historical % of Homeowner and Condominium Units Absorbed at Completion by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,94.4 %,**,**,100.0 %,99.0 %,
Feb 1990,89.5 %,**,**,**,89.5 %,
Mar 1990,89.4 %,**,**,**,89.4 %,
Apr 1990,67.9 %,**,**,**,67.9 %,
May 1990,95.5 %,**,**,**,95.5 %,
Jun 1990,89.1 %,**,**,**,89.1 %,
Jul 1990,100.0 %,**,**,**,100.0 %,
Aug 1990,100.0 %,100.0 %,**,**,100.0 %,
Sep 1990,97.2 %,100.0 %,**,**,97.4 %,
Oct 1990,100.0 %,100.0 %,**,**,100.0 %,
Nov 1990,100.0 %,**,**,**,100.0 %,
Dec 1990,85.7 %,**,**,97.1 %,94.4 %,
Jan 1991,100.0 %,100.0 %,**,**,100.0 %,
Feb 1991,100.0 %,100.0 %,**,**,100.0 %,
Mar 1991,100.0 %,**,**,**,100.0 %,
Apr 1991,100.0 %,100.0 %,**,**,100.0 %,
May 1991,100.0 %,100.0 %,**,**,100.0 %,
Jun 1991,100.0 %,95.0 %,**,**,98.3 %,
Jul 1991,93.8 %,**,**,**,93.8 %,
Aug 1991,100.0 %,**,**,**,100.0 %,
Sep 1991,97.8 %,**,**,**,97.8 %,
Oct 1991,100.0 %,**,**,**,100.0 %,
Nov 1991,100.0 %,**,**,**,100.0 %,
Dec 1991,100.0 %,**,**,**,100.0 %,
Jan 1992,100.0 %,**,**,**,100.0 %,
Feb 1992,75.0 %,**,**,**,75.0 %,
Mar 1992,96.3 %,**,100.0 %,**,97.0 %,
Apr 1992,73.0 %,100.0 %,**,**,74.4 %,
May 1992,90.9 %,**,**,**,90.9 %,
Jun 1992,100.0 %,100.0 %,100.0 %,**,100.0 %,
Jul 1992,87.1 %,**,**,**,87.1 %,
Aug 1992,84.1 %,**,87.0 %,100.0 %,88.2 %,
Sep 1992,63.6 %,**,**,**,63.6 %,
Oct 1992,87.3 %,**,100.0 %,**,88.1 %,
Nov 1992,82.0 %,**,87.5 %,**,83.3 %,
Dec 1992,84.0 %,**,100.0 %,**,85.7 %,
Jan 1993,82.6 %,**,**,**,82.6 %,
Feb 1993,57.1 %,**,**,**,57.1 %,
Mar 1993,82.4 %,**,**,**,82.4 %,
Apr 1993,70.0 %,**,**,**,70.0 %,
May 1993,47.4 %,100.0 %,**,**,52.4 %,
Jun 1993,43.5 %,100.0 %,**,**,48.0 %,
