Edmonton — Historical % of Homeowner and Condominium Units Absorbed at Completion by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,**,**,68.4 %,**,68.4 %,
Feb 1990,**,80.0 %,**,**,80.0 %,
Mar 1990,**,83.3 %,75.0 %,**,77.8 %,
Apr 1990,**,66.7 %,75.0 %,**,72.7 %,
May 1990,**,78.6 %,76.0 %,**,76.9 %,
Jun 1990,**,50.0 %,87.5 %,**,73.1 %,
Jul 1990,**,0.0 %,86.2 %,**,80.6 %,
Aug 1990,**,50.0 %,94.7 %,**,90.5 %,
Sep 1990,**,**,100.0 %,85.7 %,86.4 %,
Oct 1990,**,100.0 %,85.7 %,90.4 %,90.5 %,
Nov 1990,**,77.8 %,0.0 %,66.7 %,65.9 %,
Dec 1990,**,**,72.7 %,**,72.7 %,
Jan 1991,**,**,75.0 %,15.0 %,32.1 %,
Feb 1991,**,100.0 %,64.0 %,33.3 %,51.8 %,
Mar 1991,**,0.0 %,58.8 %,**,52.6 %,
Apr 1991,**,**,75.0 %,100.0 %,91.3 %,
May 1991,**,33.3 %,41.7 %,86.0 %,74.7 %,
Jun 1991,**,75.0 %,78.6 %,**,78.1 %,
Jul 1991,**,50.0 %,48.9 %,74.5 %,62.5 %,
Aug 1991,**,0.0 %,**,41.2 %,39.6 %,
Sep 1991,**,50.0 %,0.0 %,50.0 %,44.0 %,
Oct 1991,**,100.0 %,100.0 %,**,100.0 %,
Nov 1991,**,50.0 %,26.9 %,**,32.4 %,
Dec 1991,**,**,**,63.9 %,63.9 %,
Jan 1992,**,**,66.7 %,93.3 %,85.7 %,
Feb 1992,**,100.0 %,50.0 %,**,75.0 %,
Mar 1992,**,100.0 %,29.4 %,44.0 %,42.6 %,
Apr 1992,**,100.0 %,75.0 %,**,80.0 %,
May 1992,**,100.0 %,46.2 %,**,53.3 %,
Jun 1992,**,100.0 %,87.5 %,49.1 %,56.0 %,
Jul 1992,**,**,52.9 %,100.0 %,86.2 %,
Aug 1992,**,33.3 %,87.0 %,51.5 %,62.9 %,
Sep 1992,**,66.7 %,**,**,66.7 %,
Oct 1992,**,100.0 %,34.5 %,60.0 %,43.5 %,
Nov 1992,**,57.1 %,76.2 %,85.7 %,79.5 %,
Dec 1992,**,41.7 %,52.8 %,68.9 %,60.4 %,
Jan 1993,**,60.0 %,51.2 %,**,52.1 %,
Feb 1993,**,40.0 %,56.7 %,**,52.5 %,
Mar 1993,**,**,55.1 %,54.2 %,54.4 %,
Apr 1993,**,**,83.3 %,**,83.3 %,
May 1993,**,**,4.3 %,83.1 %,73.8 %,
