Ottawa — Historical % of Homeowner and Condominium Units Absorbed at Completion by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,74.5 %,50.0 %,71.1 %,**,72.9 %,
Feb 1990,83.2 %,25.0 %,60.0 %,100.0 %,82.2 %,
Mar 1990,76.9 %,0.0 %,93.6 %,53.5 %,69.5 %,
Apr 1990,89.5 %,50.0 %,96.4 %,**,90.2 %,
May 1990,87.0 %,45.5 %,88.3 %,45.5 %,83.9 %,
Jun 1990,83.3 %,50.0 %,83.7 %,**,83.2 %,
Jul 1990,87.3 %,50.0 %,71.4 %,77.8 %,84.8 %,
Aug 1990,87.5 %,33.3 %,72.4 %,**,81.5 %,
Sep 1990,80.9 %,42.9 %,82.0 %,**,80.4 %,
Oct 1990,81.3 %,60.0 %,65.5 %,67.1 %,74.5 %,
Nov 1990,76.5 %,66.7 %,67.2 %,**,73.5 %,
Dec 1990,85.3 %,47.1 %,69.4 %,78.9 %,76.9 %,
Jan 1991,89.1 %,62.5 %,51.6 %,**,77.8 %,
Feb 1991,86.0 %,45.5 %,33.3 %,70.0 %,75.6 %,
Mar 1991,85.6 %,60.0 %,67.2 %,58.1 %,63.3 %,
Apr 1991,92.3 %,100.0 %,53.8 %,35.6 %,50.4 %,
May 1991,86.0 %,50.0 %,**,**,84.6 %,
Jun 1991,90.7 %,60.0 %,84.4 %,**,87.8 %,
Jul 1991,78.5 %,90.9 %,85.7 %,**,80.5 %,
Aug 1991,91.5 %,0.0 %,59.3 %,**,88.0 %,
Sep 1991,85.4 %,30.0 %,71.7 %,**,80.5 %,
Oct 1991,83.2 %,66.7 %,63.7 %,**,77.7 %,
Nov 1991,80.4 %,33.3 %,69.9 %,65.0 %,73.9 %,
Dec 1991,74.2 %,0.0 %,27.3 %,**,70.2 %,
Jan 1992,83.7 %,25.0 %,51.9 %,**,74.2 %,
Feb 1992,81.7 %,88.9 %,67.7 %,**,77.6 %,
Mar 1992,88.2 %,**,74.0 %,**,84.7 %,
Apr 1992,80.6 %,100.0 %,69.2 %,**,77.0 %,
May 1992,86.7 %,0.0 %,65.1 %,**,76.4 %,
Jun 1992,88.5 %,80.0 %,85.5 %,32.1 %,81.4 %,
Jul 1992,93.7 %,100.0 %,81.3 %,**,90.3 %,
Aug 1992,84.4 %,75.0 %,84.9 %,44.2 %,81.1 %,
Sep 1992,92.5 %,**,69.0 %,**,82.6 %,
Oct 1992,89.8 %,59.1 %,72.9 %,85.7 %,81.3 %,
Nov 1992,92.1 %,64.3 %,79.1 %,**,86.9 %,
Dec 1992,85.0 %,50.0 %,51.6 %,8.6 %,65.4 %,
Jan 1993,84.2 %,100.0 %,73.9 %,37.0 %,77.7 %,
Feb 1993,82.0 %,75.0 %,79.7 %,**,81.2 %,
Mar 1993,86.6 %,50.0 %,58.3 %,**,72.0 %,
Apr 1993,84.9 %,50.0 %,77.8 %,**,82.0 %,
May 1993,90.2 %,33.3 %,70.6 %,**,79.4 %,
Jun 1993,89.7 %,100.0 %,82.9 %,47.8 %,82.0 %,
Jul 1993,90.6 %,33.3 %,72.3 %,33.3 %,79.2 %,
Aug 1993,80.3 %,0.0 %,80.6 %,**,80.0 %,
Sep 1993,83.8 %,75.0 %,71.6 %,**,77.6 %,
Oct 1993,82.9 %,72.2 %,63.9 %,**,75.1 %,
Nov 1993,78.1 %,0.0 %,69.9 %,**,73.9 %,
Dec 1993,85.1 %,62.5 %,55.9 %,**,71.0 %,
Jan 1994,80.6 %,50.0 %,66.7 %,**,73.7 %,
Feb 1994,76.4 %,25.0 %,76.1 %,**,74.6 %,
Mar 1994,87.5 %,75.0 %,79.2 %,**,82.6 %,
Apr 1994,92.5 %,69.7 %,74.2 %,**,82.0 %,
