"Windsor — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2023 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2023 January,**,**,**,**,**,**,4,
2023 February,**,**,**,**,**,**,4,
2023 March,**,**,**,**,**,**,0,
2023 April,**,**,**,**,**,**,2,
2023 May,**,**,**,**,**,**,3,
2023 June,**,**,**,**,**,**,0,
2023 July,**,**,**,**,**,"868,540",10,
2023 August,**,**,**,**,**,**,6,
2023 September,**,**,**,**,**,"744,864",11,
2023 October,"640,000","850,000","865,000","950,000","850,000","831,090",15,
2023 November,**,**,**,**,**,**,3,
2023 December,**,**,**,**,**,**,6,
2024 January,**,**,**,**,**,"784,618",8,
2024 February,**,**,**,**,**,**,3,
2024 March,**,**,**,**,**,**,1,

Source,CMHC Market Absorption Survey
