"Windsor — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2023 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2023 January,"750,000","930,000","1,060,000","1,300,000","970,000","1,056,098",54,
2023 February,"850,000","920,000","976,000","1,100,000","950,000","1,020,408",60,
2023 March,"650,000","925,000","1,050,000","1,230,000","1,005,000","991,729",19,
2023 April,"781,000","900,000","950,000","1,003,000","925,000","921,396",36,
2023 May,"850,000","930,000","980,000","1,200,000","950,000","1,039,180",64,
2023 June,"700,000","847,000","950,000","1,065,000","915,000","948,768",51,
2023 July,"750,000","930,000","1,041,000","1,131,000","965,000","998,288",38,
2023 August,"730,000","892,000","1,032,000","1,351,000","960,000","1,078,933",42,
2023 September,"853,000","1,000,000","1,100,000","1,252,000","1,020,000","1,042,125",20,
2023 October,"770,000","1,000,000","1,100,000","1,400,000","1,015,000","1,138,244",40,
2023 November,"838,000","1,000,000","1,222,000","1,395,000","1,080,000","1,119,741",30,
2023 December,"796,000","975,000","1,150,000","1,200,000","1,027,500","1,076,808",20,
2024 January,"654,000","798,000","944,000","1,104,000","800,000","932,514",43,
2024 February,"750,000","1,000,000","1,200,000","1,450,000","1,100,000","1,157,493",29,
2024 March,"775,000","900,000","1,100,000","1,400,000","1,000,000","1,135,490",29,

Source,CMHC Market Absorption Survey
