"Halifax — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2023 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2023 January,**,**,**,**,**,**,6,
2023 February,**,**,**,**,**,**,1,
2023 March,**,**,**,**,**,**,3,
2023 April,**,**,**,**,**,**,8,
2023 May,**,**,**,**,**,**,5,
2023 June,**,**,**,**,**,**,2,
2023 July,**,**,**,**,**,**,5,
2023 August,**,**,**,**,**,**,3,
2023 September,**,**,**,**,**,**,0,
2023 October,**,**,**,**,**,**,6,
2023 November,**,**,**,**,**,"551,593",14,
2023 December,**,**,**,**,**,"526,330",20,
2024 January,**,**,**,**,**,**,1,
2024 February,**,**,**,**,**,**,1,
2024 March,**,**,**,**,**,**,2,

Source,CMHC Market Absorption Survey
