"Oshawa — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,0,
1990 February,**,**,**,**,**,**,0,
1990 March,**,**,**,**,**,"182,117",12,
1990 April,**,**,**,**,**,**,0,
1990 May,**,**,**,**,**,**,4,
1990 June,**,**,**,**,**,**,0,
1990 July,**,**,**,**,**,**,4,
1990 August,**,**,**,**,**,**,5,
1990 September,**,**,**,**,**,"133,325",8,
1990 October,**,**,**,**,**,"159,513",8,
1990 November,"140,000","152,000","155,000","155,000","155,000","151,100",11,
1990 December,**,**,**,**,**,**,3,
1991 January,"140,000","150,000","155,000","160,000","152,500","149,496",12,
1991 February,**,**,**,**,**,"144,413",7,
1991 March,**,**,**,**,**,"149,433",6,
1991 April,**,**,**,**,**,**,2,
1991 May,"135,000","143,000","150,000","150,000","150,000","144,500",13,
1991 June,"138,000","145,000","145,000","150,000","145,000","144,965",17,
1991 July,"135,000","140,000","140,000","145,000","140,000","139,226",19,
1991 August,**,**,**,**,**,"135,063",8,
1991 September,**,**,**,**,**,"133,344",9,
1991 October,**,**,**,**,**,**,4,
1991 November,**,**,**,**,**,"132,031",9,
1991 December,**,**,**,**,**,**,3,
1992 January,**,**,**,**,**,"133,927",7,
1992 February,**,**,**,**,**,"124,027",13,
1992 March,**,**,**,**,**,"133,620",13,
1992 April,**,**,**,**,**,"137,973",11,
1992 May,**,**,**,**,**,**,1,
1992 June,**,**,**,**,**,"143,020",10,
1992 July,**,**,**,**,**,"149,069",13,
1992 August,**,**,**,**,**,"147,771",14,
1992 September,**,**,**,**,**,"145,125",11,
1992 October,**,**,**,**,**,**,3,
1992 November,**,**,**,**,**,"142,304",7,
1992 December,**,**,**,**,**,"144,750",10,
1993 January,**,**,**,**,**,"151,780",5,
1993 February,**,**,**,**,**,**,4,
1993 March,**,**,**,**,**,**,4,
1993 April,**,**,**,**,**,"143,710",10,
1993 May,**,**,**,**,**,**,3,
1993 June,**,**,**,**,**,"146,183",6,
1993 July,**,**,**,**,**,**,5,
1993 August,**,**,**,**,**,**,2,
1993 September,**,**,**,**,**,"152,083",6,
1993 October,**,**,**,**,**,**,2,
1993 November,**,**,**,**,**,"145,043",7,
1993 December,**,**,**,**,**,"136,400",4,
1994 January,**,**,**,**,**,"137,375",4,
1994 February,**,**,**,**,**,**,0,
1994 March,**,**,**,**,**,**,2,
