Montréal — Historical Vacancy Rates by Bedroom Type  
1998 to 2023 Row October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,**,,**,,0.0,a ,0.9,a ,0.7,a ,
1999 October,**,,**,,0.0,d ,0.4,a ,0.3,a ,
2000 October,**,,**,,0.0,a ,0.0,a ,0.0,a ,
2001 October,**,,**,,0.0,c ,0.4,a ,0.3,a ,
2002 October,**,,**,,0.0,c ,0.4,a ,0.3,a ,
2003 October,**,,**,,0.5,a ,2.9,a ,1.8,a ,
2004 October,**,,**,,0.8,a ,1.6,a ,1.3,a ,
2005 October,**,,**,,1.4,a ,4.1,a ,3.1,a ,
2006 October,**,,0.0,a ,3.4,a ,1.8,a ,2.2,a ,
2007 October,**,,0.0,a ,2.7,a ,5.2,a ,4.5,a ,
2008 October,**,,0.0,a ,5.0,b ,4.9,c ,4.7,b ,
2009 October,**,,0.0,d ,1.6,a ,4.4,a ,3.0,a ,
2010 October,**,,0.0,a ,4.8,a ,6.0,a ,5.0,a ,
2011 October,**,,6.3,a ,1.3,a ,15.9,d ,9.8,c ,
2012 October,**,,3.4,d ,7.7,b ,3.4,d ,5.8,c ,
2013 October,**,,1.5,d ,0.9,a ,4.7,c ,2.5,b ,
2014 October,**,,7.3,c ,1.4,a ,2.8,c ,3.0,b ,
2015 October,**,,0.0,c ,2.8,b ,8.0,a ,5.2,a ,
2016 October,**,,**,,4.0,d ,4.0,b ,4.2,c ,
2017 October,**,,**,,2.1,c ,2.4,a ,2.4,a ,
2018 October,**,,0.0,d ,0.4,b ,1.5,d ,1.0,d ,
2019 October,**,,0.0,d ,0.0,c ,1.7,c ,1.1,a ,
2020 October,**,,**,,3.0,c ,1.2,a ,1.9,b ,
2021 October,**,,**,,**,,0.6,b ,0.9,d ,
2022 October,**,,0.0,d ,0.7,b ,**,,1.6,c ,
2023 October,**,,**,,**,,1.3,a ,1.9,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
