St. John's — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,4.6,b ,1.6,a ,1.7,a ,0.9,a ,1.9,a ,
1991 October,10.8,c ,4.8,a ,7.4,a ,7.3,b ,7.2,a ,
1992 October,8.1,b ,3.8,a ,6.4,a ,5.9,b ,5.9,a ,
1993 October,22.2,a ,5.4,a ,7.6,a ,2.8,a ,8.6,a ,
1994 October,9.4,b ,6.2,a ,7.3,a ,7.0,b ,7.2,a ,
1995 October,16.4,d ,6.2,a ,12.7,a ,7.0,b ,11.0,a ,
1996 October,18.8,d ,8.2,a ,18.9,a ,17.4,d ,15.9,a ,
1997 October,**,,10.1,a ,19.7,a ,14.6,c ,16.3,a ,
1998 October,19.2,d ,11.1,a ,17.6,a ,10.1,c ,15.3,a ,
1999 October,7.5,b ,10.2,a ,9.2,a ,7.3,c ,9.1,a ,
2000 October,3.2,d ,4.5,a ,3.7,b ,0.7,b ,3.7,a ,
2001 October,9.1,b ,1.7,a ,1.5,a ,2.0,c ,2.7,a ,
2002 October,6.0,b ,2.7,a ,1.7,a ,3.3,b ,2.7,a ,
2003 October,3.1,c ,1.5,a ,1.7,a ,3.8,c ,1.9,a ,
2004 October,3.8,b ,3.2,b ,2.8,a ,3.3,b ,3.1,a ,
2005 October,3.7,a ,4.0,a ,4.0,a ,10.0,a ,4.5,a ,
2006 October,5.9,a ,4.2,a ,4.7,a ,10.1,a ,5.1,a ,
2007 October,1.7,a ,1.7,a ,2.1,a ,9.8,a ,2.6,a ,
2008 October,1.4,a ,0.8,a ,0.7,a ,0.7,a ,0.8,a ,
2009 October,1.5,a ,0.8,a ,0.9,a ,0.7,a ,0.9,a ,
2010 October,2.5,a ,0.8,a ,0.9,a ,3.3,b ,1.2,a ,
2011 October,1.9,a ,1.2,a ,1.3,a ,3.0,a ,1.5,a ,
2012 October,4.2,b ,2.0,a ,3.1,a ,3.5,b ,2.9,a ,
2013 October,4.8,a ,2.3,a ,3.0,a ,6.2,b ,3.2,a ,
2014 October,7.0,a ,3.0,a ,4.7,a ,7.5,b ,4.6,a ,
2015 October,6.2,b ,2.9,a ,4.8,a ,9.2,b ,4.7,a ,
2016 October,8.9,a ,3.6,b ,9.1,a ,13.1,d ,7.6,a ,
2017 October,5.1,b ,6.6,b ,6.7,a ,12.6,c ,7.1,a ,
2018 October,5.5,c ,4.7,c ,6.6,b ,**,,6.2,b ,
2019 October,4.7,c ,7.1,b ,6.6,b ,9.8,c ,6.8,a ,
2020 October,9.0,c ,6.5,b ,7.6,b ,7.2,c ,7.3,a ,
2021 October,7.9,c ,4.2,c ,2.1,a ,3.1,d ,3.3,b ,
2022 October,6.4,b ,3.4,b ,1.9,a ,3.8,d ,3.0,b ,
2023 October,**,,1.6,c ,1.3,a ,0.5,b ,1.7,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
