Edmonton — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,2.9,b ,1.8,a ,1.5,a ,2.0,a ,1.8,a ,
1991 October,3.3,c ,2.6,a ,1.9,a ,1.4,a ,2.3,a ,
1992 October,4.0,c ,4.1,a ,4.0,a ,2.2,a ,4.0,a ,
1993 October,5.5,b ,6.9,a ,6.3,a ,4.6,a ,6.5,a ,
1994 October,8.2,b ,8.9,a ,9.3,a ,7.7,a ,8.9,a ,
1995 October,10.1,c ,10.2,a ,10.2,a ,9.4,a ,10.2,a ,
1996 October,7.6,b ,7.5,a ,7.8,a ,7.1,a ,7.6,a ,
1997 October,4.5,b ,4.9,a ,4.2,a ,4.8,b ,4.6,a ,
1998 October,2.5,a ,1.9,a ,1.7,a ,2.3,a ,1.9,a ,
1999 October,3.0,a ,2.0,a ,2.3,a ,2.5,a ,2.2,a ,
2000 October,2.0,a ,1.2,a ,1.4,a ,2.0,a ,1.4,a ,
2001 October,0.6,a ,0.8,a ,1.0,a ,1.7,a ,0.9,a ,
2002 October,1.5,a ,1.7,a ,1.7,a ,1.6,a ,1.7,a ,
2003 October,2.3,a ,3.2,a ,3.8,a ,4.2,b ,3.4,a ,
2004 October,4.3,a ,5.2,a ,5.8,a ,4.2,a ,5.3,a ,
2005 October,4.1,a ,4.1,a ,5.0,a ,4.1,a ,4.5,a ,
2006 October,1.4,a ,1.2,a ,1.1,a ,1.2,a ,1.2,a ,
2007 October,2.5,b ,1.5,a ,1.3,a ,2.4,a ,1.5,a ,
2008 October,2.4,a ,2.2,a ,2.5,a ,3.7,a ,2.4,a ,
2009 October,3.4,b ,4.5,a ,4.7,a ,4.6,a ,4.5,a ,
2010 October,4.5,a ,4.1,a ,4.2,a ,3.7,a ,4.2,a ,
2011 October,2.7,a ,3.5,a ,3.2,a ,3.4,a ,3.3,a ,
2012 October,1.4,a ,2.0,a ,1.4,a ,1.1,a ,1.7,a ,
2013 October,1.5,a ,1.6,a ,1.3,a ,1.2,a ,1.4,a ,
2014 October,1.9,a ,1.8,a ,1.7,a ,1.4,a ,1.7,a ,
2015 October,3.7,b ,3.8,a ,4.7,a ,3.7,a ,4.2,a ,
2016 October,6.8,a ,6.8,a ,7.2,a ,8.2,a ,7.1,a ,
2017 October,7.3,a ,7.0,a ,7.0,a ,5.9,a ,7.0,a ,
2018 October,4.9,b ,5.3,a ,5.4,a ,5.2,a ,5.3,a ,
2019 October,5.1,a ,4.9,a ,5.0,a ,3.9,a ,4.9,a ,
2020 October,8.2,b ,6.9,a ,7.4,a ,5.8,a ,7.2,a ,
2021 October,8.6,a ,7.6,a ,7.0,a ,6.8,a ,7.3,a ,
2022 October,6.0,b ,5.2,a ,3.5,a ,2.7,a ,4.3,a ,
2023 October,3.9,b ,3.0,a ,1.9,a ,1.3,a ,2.4,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
