Fredericton — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1991 October,**,,**,,**,,**,,**,,
1992 October,**,,**,,**,,**,,**,,
1993 October,**,,**,,**,,**,,**,,
1994 October,**,,**,,**,,**,,**,,
1995 October,**,,**,,**,,**,,**,,
1996 October,**,,**,,**,,**,,**,,
1997 October,**,,**,,**,,**,,3.0,a ,
1998 October,**,,**,,0.0,a ,**,,2.7,a ,
1999 October,**,,**,,0.0,a ,**,,1.0,a ,
2000 October,**,,0.0,a ,0.0,a ,0.0,a ,0.0,a ,
2001 October,**,,**,,0.0,a ,0.0,a ,0.0,a ,
2002 October,**,,**,,0.0,a ,0.0,a ,0.0,a ,
2003 October,**,,**,,**,,0.0,a ,0.0,c ,
2004 October,**,,**,,5.2,c ,4.7,a ,4.8,b ,
2005 October,**,,**,,4.4,a ,4.8,a ,4.2,a ,
2006 October,**,,**,,2.3,c ,0.0,a ,2.0,c ,
2007 October,**,,**,,2.6,a ,8.0,a ,3.1,a ,
2008 October,**,,**,,0.5,a ,0.0,a ,0.4,a ,
2009 October,**,,**,,0.0,a ,0.0,a ,0.0,a ,
2010 October,**,,**,,0.4,a ,1.9,a ,0.7,a ,
2011 October,**,,**,,1.2,a ,0.0,a ,1.0,a ,
2012 October,**,,**,,2.9,a ,0.0,a ,2.3,a ,
2013 October,**,,**,,4.6,a ,1.7,a ,4.0,a ,
2014 October,**,,0.0,a ,2.1,a ,1.7,a ,1.9,a ,
2015 October,**,,**,,1.1,a ,7.2,c ,2.0,b ,
2016 October,**,,**,,8.4,a ,0.0,d ,8.2,b ,
2017 October,**,,**,,3.2,d ,0.0,d ,3.1,d ,
2018 October,**,,**,,1.4,a ,0.0,b ,1.0,a ,
2019 October,**,,**,,0.0,b ,0.0,b ,0.0,b ,
2020 October,**,,**,,2.2,c ,0.7,a ,1.6,c ,
2021 October,**,,**,,0.9,a ,0.0,b ,0.6,a ,
2022 October,**,,**,,0.8,a ,0.0,b ,0.6,a ,
2023 October,**,,**,,0.0,b ,0.7,a ,0.2,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
