London — Historical Vacancy Rates by Bedroom Type  
1998 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,5.0,b ,4.2,a ,4.7,a ,4.7,a ,4.5,a ,
1999 October,3.4,c ,2.9,a ,4.0,a ,3.6,a ,3.5,a ,
2000 October,3.0,c ,1.9,a ,2.4,a ,2.0,a ,2.2,a ,
2001 October,3.1,d ,1.3,a ,1.9,a ,2.0,a ,1.7,a ,
2002 October,3.7,c ,1.2,a ,2.4,a ,2.0,a ,1.9,a ,
2003 October,2.9,b ,2.0,a ,2.1,a ,3.3,a ,2.2,a ,
2004 October,2.9,b ,2.5,a ,4.6,a ,3.9,a ,3.7,a ,
2005 October,4.5,b ,2.9,a ,5.1,a ,3.3,a ,4.1,a ,
2006 October,4.0,c ,2.8,a ,4.0,a ,4.0,a ,3.6,a ,
2007 October,3.3,b ,2.6,a ,4.3,a ,4.5,a ,3.7,a ,
2008 October,2.9,b ,3.2,a ,4.6,a ,3.9,a ,4.0,a ,
2009 October,3.5,d ,4.0,a ,6.0,a ,5.1,b ,5.1,a ,
2010 October,4.2,b ,3.7,a ,5.7,a ,4.6,a ,4.8,a ,
2011 October,3.6,c ,3.2,a ,4.2,a ,5.4,a ,3.9,a ,
2012 October,3.2,c ,3.0,a ,4.3,a ,5.1,b ,3.8,a ,
2013 October,4.8,c ,2.6,a ,3.6,a ,4.6,b ,3.3,a ,
2014 October,4.6,c ,2.4,a ,3.1,a ,3.6,b ,2.9,a ,
2015 October,3.7,c ,2.2,a ,3.2,a ,3.5,c ,2.9,a ,
2016 October,2.5,c ,1.6,a ,2.4,a ,2.4,a ,2.1,a ,
2017 October,3.3,d ,1.7,a ,1.8,a ,1.8,a ,1.8,a ,
2018 October,2.7,c ,2.1,a ,2.1,a ,4.1,d ,2.3,a ,
2019 October,3.6,d ,1.9,a ,1.6,a ,1.2,a ,1.8,a ,
2020 October,4.7,c ,3.5,a ,3.1,a ,2.7,b ,3.2,a ,
2021 October,2.5,c ,2.0,a ,1.7,a ,1.6,b ,1.8,a ,
2022 October,2.9,c ,1.7,a ,1.6,a ,1.2,a ,1.6,a ,
2023 October,1.3,a ,1.6,a ,1.9,a ,1.3,a ,1.7,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
