Saint John — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,8.3,c ,4.6,c ,3.5,b ,4.1,d ,4.1,b ,
1991 October,**,,5.6,c ,4.5,b ,3.1,d ,4.9,b ,
1992 October,8.9,c ,6.7,b ,6.1,b ,2.7,c ,6.0,a ,
1993 October,11.3,d ,6.9,b ,6.1,b ,4.0,d ,6.3,a ,
1994 October,**,,8.4,b ,7.4,b ,7.5,c ,8.0,a ,
1995 October,**,,9.9,b ,8.9,b ,5.8,c ,8.6,b ,
1996 October,10.6,d ,11.5,c ,8.1,b ,7.5,c ,9.1,a ,
1997 October,**,,9.4,b ,8.7,b ,5.0,c ,8.2,a ,
1998 October,11.8,d ,7.7,b ,6.6,b ,7.5,c ,7.3,a ,
1999 October,7.1,c ,6.7,b ,4.4,b ,4.2,d ,5.2,b ,
2000 October,**,,3.9,c ,2.7,b ,3.2,d ,3.4,b ,
2001 October,5.2,d ,7.5,b ,5.1,b ,3.6,d ,5.6,b ,
2002 October,**,,8.3,b ,4.8,b ,5.2,c ,6.3,b ,
2003 October,6.2,c ,6.0,b ,4.2,b ,**,,5.2,b ,
2004 October,6.2,c ,7.6,b ,5.2,b ,4.5,c ,5.8,b ,
2005 October,11.0,d ,6.3,c ,5.0,b ,4.6,d ,5.7,b ,
2006 October,13.5,d ,7.1,c ,6.5,c ,4.2,d ,6.8,b ,
2007 October,5.7,d ,6.3,b ,5.2,b ,3.0,c ,5.2,a ,
2008 October,5.1,c ,3.1,b ,2.8,a ,3.1,c ,3.1,a ,
2009 October,4.5,c ,3.8,b ,3.7,b ,2.3,b ,3.6,a ,
2010 October,9.0,c ,4.7,b ,5.1,a ,5.1,c ,5.1,a ,
2011 October,11.2,c ,6.5,b ,5.4,a ,4.4,c ,5.9,a ,
2012 October,10.5,c ,10.7,a ,9.2,a ,9.5,b ,9.7,a ,
2013 October,9.0,c ,10.6,a ,11.8,a ,12.0,c ,11.4,a ,
2014 October,14.9,c ,9.7,a ,8.2,a ,9.3,b ,9.0,a ,
2015 October,8.3,b ,9.2,b ,8.3,a ,7.6,b ,8.5,a ,
2016 October,11.0,c ,7.6,b ,8.3,a ,10.3,d ,8.5,a ,
2017 October,4.2,d ,5.2,c ,4.4,b ,4.8,d ,4.7,b ,
2018 October,2.8,c ,3.7,d ,3.5,c ,5.1,d ,3.7,c ,
2019 October,4.1,d ,3.8,c ,2.6,a ,4.6,d ,3.3,b ,
2020 October,4.6,d ,3.1,d ,2.8,c ,3.5,d ,3.1,c ,
2021 October,**,,3.9,d ,1.4,a ,0.8,d ,2.1,b ,
2022 October,**,,1.8,c ,1.5,a ,1.8,c ,1.6,c ,
2023 October,4.1,d ,2.2,c ,2.3,c ,**,,2.3,b ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
