Fredericton — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,1.0,a ,0.3,a ,0.9,a ,0.0,b ,0.7,a ,
1991 October,2.5,b ,1.3,a ,1.2,a ,0.5,b ,1.3,a ,
1992 October,2.7,c ,4.6,b ,3.1,b ,1.2,a ,3.3,b ,
1993 October,2.6,c ,2.8,a ,3.4,a ,2.3,c ,3.1,a ,
1994 October,2.5,b ,2.8,a ,6.3,a ,2.4,c ,4.8,a ,
1995 October,0.6,a ,2.5,a ,4.5,a ,0.7,a ,3.4,a ,
1996 October,1.1,a ,3.3,b ,3.2,a ,2.7,b ,3.0,a ,
1997 October,3.9,c ,2.6,a ,5.7,a ,2.3,c ,4.6,a ,
1998 October,3.7,c ,2.3,a ,3.5,a ,6.1,c ,3.4,a ,
1999 October,3.2,d ,1.0,a ,1.6,a ,1.6,c ,1.5,a ,
2000 October,1.8,c ,1.0,a ,1.2,a ,2.3,c ,1.3,a ,
2001 October,1.6,c ,1.9,c ,1.4,a ,0.4,b ,1.5,a ,
2002 October,0.5,a ,0.8,a ,1.1,a ,0.0,c ,0.9,a ,
2003 October,0.7,a ,1.5,a ,1.6,a ,1.3,a ,1.5,a ,
2004 October,6.2,c ,2.7,b ,4.2,b ,1.7,c ,3.8,a ,
2005 October,0.9,a ,2.7,a ,4.6,a ,4.5,c ,4.0,a ,
2006 October,4.1,d ,3.2,b ,5.3,a ,4.3,c ,4.7,a ,
2007 October,**,,4.7,b ,6.9,a ,5.6,c ,6.4,a ,
2008 October,2.0,b ,4.0,b ,4.2,a ,5.1,b ,4.2,a ,
2009 October,0.6,a ,1.9,a ,2.1,a ,4.2,b ,2.3,a ,
2010 October,3.3,d ,2.3,b ,2.5,a ,2.4,b ,2.5,a ,
2011 October,1.4,a ,1.9,a ,2.7,a ,2.0,b ,2.4,a ,
2012 October,2.6,c ,3.4,b ,4.0,a ,5.2,b ,4.0,a ,
2013 October,8.1,c ,3.3,b ,6.6,a ,7.5,b ,6.1,a ,
2014 October,5.4,d ,5.7,b ,6.2,a ,3.5,b ,5.7,a ,
2015 October,6.1,c ,5.6,b ,5.2,b ,5.3,c ,5.4,b ,
2016 October,**,,3.5,b ,5.0,a ,3.2,c ,4.6,a ,
2017 October,**,,2.4,b ,2.0,a ,2.6,c ,2.2,a ,
2018 October,**,,2.6,b ,1.7,b ,2.7,c ,2.0,a ,
2019 October,1.0,a ,1.4,a ,1.1,a ,2.0,b ,1.3,a ,
2020 October,3.5,d ,2.8,b ,2.6,a ,1.0,a ,2.4,a ,
2021 October,1.5,c ,2.3,b ,1.8,a ,0.9,a ,1.7,a ,
2022 October,4.6,d ,3.0,d ,1.5,b ,2.7,c ,2.1,a ,
2023 October,**,,1.4,a ,1.3,a ,1.0,a ,1.3,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
