Hamilton — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,3.6,c ,1.2,a ,1.1,a ,2.0,a ,1.3,a ,
1991 October,4.8,d ,1.8,a ,1.0,a ,2.0,a ,1.6,a ,
1992 October,5.5,c ,2.6,a ,1.8,a ,1.4,a ,2.3,a ,
1993 October,4.5,c ,2.9,a ,2.4,a ,2.5,a ,2.7,a ,
1994 October,4.4,c ,2.6,a ,2.0,a ,1.8,a ,2.4,a ,
1995 October,3.2,d ,2.1,a ,1.9,b ,1.3,a ,2.0,a ,
1996 October,3.8,c ,2.5,a ,2.0,a ,1.0,a ,2.2,a ,
1997 October,5.1,c ,3.4,a ,2.8,a ,1.6,a ,3.1,a ,
1998 October,6.6,c ,3.6,a ,2.8,a ,1.0,a ,3.2,a ,
1999 October,3.2,c ,2.1,a ,1.5,a ,1.5,b ,1.9,a ,
2000 October,4.3,c ,1.9,a ,1.2,a ,1.4,a ,1.7,a ,
2001 October,2.7,b ,1.3,a ,1.2,a ,0.8,a ,1.3,a ,
2002 October,2.5,c ,1.5,a ,1.6,a ,1.1,a ,1.6,a ,
2003 October,4.9,b ,3.2,a ,2.8,a ,1.7,a ,3.0,a ,
2004 October,3.4,b ,3.5,a ,3.4,a ,3.1,b ,3.4,a ,
2005 October,5.9,b ,4.6,a ,4.1,a ,3.0,a ,4.3,a ,
2006 October,6.9,b ,4.2,a ,4.3,a ,3.4,b ,4.3,a ,
2007 October,5.8,b ,3.5,a ,3.5,a ,2.2,a ,3.5,a ,
2008 October,4.8,b ,3.2,a ,3.1,a ,2.4,a ,3.2,a ,
2009 October,7.0,b ,3.7,a ,4.1,a ,2.9,a ,4.0,a ,
2010 October,6.7,b ,3.8,a ,3.4,a ,3.9,a ,3.7,a ,
2011 October,4.9,b ,3.3,a ,3.5,a ,3.2,b ,3.4,a ,
2012 October,4.7,b ,3.5,a ,3.4,a ,4.1,b ,3.5,a ,
2013 October,5.5,b ,3.6,a ,2.9,a ,5.1,b ,3.4,a ,
2014 October,5.1,d ,2.7,a ,1.6,a ,1.9,c ,2.2,a ,
2015 October,7.2,c ,3.1,a ,3.4,a ,3.3,b ,3.4,a ,
2016 October,7.4,c ,3.5,a ,3.4,a ,7.3,c ,3.8,a ,
2017 October,**,,2.2,a ,1.7,a ,**,,2.4,a ,
2018 October,7.8,c ,2.5,a ,3.0,b ,5.6,d ,3.1,a ,
2019 October,7.9,b ,4.1,a ,3.5,a ,3.9,b ,3.9,a ,
2020 October,5.3,c ,3.4,b ,3.2,b ,5.7,d ,3.5,a ,
2021 October,5.2,d ,3.0,a ,2.5,a ,2.6,b ,2.8,a ,
2022 October,3.7,d ,2.0,a ,1.6,a ,1.9,b ,1.9,a ,
2023 October,1.3,a ,2.1,a ,2.2,a ,1.3,a ,2.1,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
