St. John's — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,**,,17.9,a ,1.1,a ,4.1,c ,
1991 October,**,,**,,6.5,a ,15.6,a ,13.6,d ,
1992 October,**,,**,,**,,16.4,d ,14.5,d ,
1993 October,**,,**,,**,,1.6,c ,3.7,d ,
1994 October,**,,**,,**,,**,,**,,
1995 October,**,,**,,24.6,d ,9.4,c ,15.9,d ,
1996 October,**,,**,,35.1,a ,**,,29.1,d ,
1997 October,**,,**,,**,,**,,**,,
1998 October,**,,**,,4.4,a ,16.0,a ,12.3,d ,
1999 October,**,,**,,**,,**,,**,,
2000 October,**,,**,,**,,0.0,a ,**,,
2001 October,**,,**,,**,,**,,9.1,b ,
2002 October,**,,**,,**,,0.0,a ,**,,
2003 October,**,,0.0,d ,**,,0.0,a ,0.0,d ,
2004 October,**,,**,,**,,**,,**,,
2005 October,**,,**,,**,,**,,**,,
2006 October,**,,**,,0.0,a ,**,,4.0,c ,
2007 October,**,,1.4,d ,2.2,a ,**,,2.9,a ,
2008 October,**,,0.0,c ,0.0,c ,**,,0.8,a ,
2009 October,**,,0.0,c ,2.8,c ,**,,1.5,a ,
2010 October,**,,0.0,a ,0.0,c ,**,,3.1,b ,
2011 October,**,,1.5,a ,6.6,c ,**,,5.3,b ,
2012 October,**,,0.0,c ,5.2,d ,**,,3.5,c ,
2013 October,**,,0.0,a ,3.2,a ,**,,2.6,a ,
2014 October,**,,2.9,a ,4.8,a ,**,,5.8,a ,
2015 October,**,,**,,6.6,a ,**,,4.9,b ,
2016 October,**,,1.3,a ,**,,**,,**,,
2017 October,**,,1.5,a ,0.0,d ,**,,4.1,d ,
2018 October,**,,1.6,c ,**,,**,,4.2,d ,
2019 October,**,,1.4,a ,4.9,d ,**,,**,,
2020 October,**,,**,,**,,**,,3.9,d ,
2021 October,**,,**,,**,,**,,**,,
2022 October,**,,**,,**,,**,,5.6,d ,
2023 October,**,,4.8,d ,**,,**,,5.6,d ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
