St. John's — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,4.6,a ,1.6,a ,1.4,a ,0.9,a ,1.8,a ,
1991 October,10.8,a ,4.7,a ,7.5,a ,4.0,c ,6.9,a ,
1992 October,8.1,a ,3.8,a ,6.4,a ,2.0,b ,5.6,a ,
1993 October,22.2,a ,5.4,a ,7.6,a ,3.2,c ,8.8,a ,
1994 October,9.4,b ,6.2,a ,6.9,a ,8.0,b ,7.1,a ,
1995 October,16.4,a ,6.2,a ,12.4,a ,6.4,b ,10.8,a ,
1996 October,18.8,a ,8.2,a ,18.5,a ,15.0,c ,15.4,a ,
1997 October,**,,10.1,a ,20.0,a ,16.1,d ,16.6,a ,
1998 October,19.2,d ,11.1,a ,17.8,a ,8.8,b ,15.4,a ,
1999 October,7.5,b ,10.3,a ,9.3,a ,7.1,c ,9.2,a ,
2000 October,3.2,d ,4.5,a ,3.8,b ,0.8,d ,3.8,a ,
2001 October,8.6,b ,1.7,a ,1.5,a ,2.2,b ,2.5,a ,
2002 October,6.0,b ,2.7,a ,1.7,a ,3.7,b ,2.7,a ,
2003 October,3.1,c ,1.5,a ,1.7,a ,4.2,c ,2.0,a ,
2004 October,3.8,b ,3.0,b ,2.9,a ,3.7,b ,3.1,a ,
2005 October,3.7,a ,4.1,a ,4.0,a ,10.0,a ,4.5,a ,
2006 October,5.9,a ,4.1,a ,4.8,a ,10.6,a ,5.1,a ,
2007 October,1.7,a ,1.7,a ,2.1,a ,9.8,a ,2.6,a ,
2008 October,1.4,a ,0.9,a ,0.7,a ,0.4,a ,0.8,a ,
2009 October,1.5,a ,0.8,a ,0.8,a ,0.4,a ,0.9,a ,
2010 October,2.5,a ,0.8,a ,0.9,a ,2.2,b ,1.1,a ,
2011 October,1.9,a ,1.2,a ,1.1,a ,2.1,a ,1.3,a ,
2012 October,4.2,b ,2.1,a ,3.0,a ,3.0,c ,2.8,a ,
2013 October,4.8,a ,2.4,a ,3.0,a ,6.0,b ,3.2,a ,
2014 October,7.1,a ,3.0,a ,4.7,a ,6.7,b ,4.6,a ,
2015 October,6.2,b ,3.0,b ,4.7,a ,9.2,b ,4.7,a ,
2016 October,9.0,a ,3.8,b ,9.3,a ,13.5,d ,7.9,a ,
2017 October,5.1,b ,7.0,b ,7.0,a ,11.5,d ,7.2,a ,
2018 October,5.5,c ,4.8,c ,6.7,b ,**,,6.3,b ,
2019 October,4.7,c ,7.4,b ,6.6,b ,8.8,c ,6.9,a ,
2020 October,9.0,c ,6.6,b ,7.9,b ,6.8,c ,7.5,a ,
2021 October,7.9,c ,4.0,c ,2.1,a ,1.7,c ,3.1,b ,
2022 October,6.4,b ,3.3,b ,1.8,b ,3.1,d ,2.9,a ,
2023 October,**,,1.4,d ,1.1,a ,0.0,c ,1.5,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
