St. Catharines - Niagara — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,2.7,a ,1.5,a ,0.6,a ,2.0,a ,
1991 October,4.4,c ,3.8,b ,2.5,a ,1.2,a ,2.8,a ,
1992 October,3.5,c ,3.7,a ,3.0,b ,3.5,b ,3.4,a ,
1993 October,6.8,c ,5.3,b ,4.9,a ,3.6,b ,4.9,a ,
1994 October,9.2,c ,5.9,a ,5.4,a ,5.0,b ,5.7,a ,
1995 October,12.2,d ,5.4,b ,5.0,a ,4.0,c ,5.2,a ,
1996 October,7.3,c ,5.8,b ,5.3,a ,5.3,b ,5.5,a ,
1997 October,7.1,c ,6.2,b ,4.7,a ,5.5,b ,5.4,a ,
1998 October,4.7,d ,3.8,b ,5.1,a ,4.0,b ,4.5,a ,
1999 October,3.8,c ,3.6,b ,3.1,a ,4.3,c ,3.4,a ,
2000 October,4.0,c ,3.0,b ,2.3,a ,3.1,b ,2.7,a ,
2001 October,1.8,c ,2.5,b ,1.5,a ,2.8,a ,2.0,a ,
2002 October,4.2,d ,2.6,a ,2.2,a ,2.4,b ,2.4,a ,
2003 October,3.6,d ,3.7,b ,2.1,a ,2.2,b ,2.7,a ,
2004 October,3.7,d ,3.1,b ,2.3,a ,4.3,b ,2.8,a ,
2005 October,3.7,d ,2.9,a ,2.7,a ,3.2,b ,2.8,a ,
2006 October,10.1,d ,3.9,b ,4.3,b ,4.4,b ,4.3,a ,
2007 October,4.7,d ,3.9,b ,3.8,a ,5.3,b ,4.0,a ,
2008 October,4.7,c ,4.6,b ,4.1,a ,5.2,b ,4.4,a ,
2009 October,5.1,d ,4.5,b ,4.5,b ,4.8,b ,4.5,a ,
2010 October,4.3,c ,4.7,b ,4.4,a ,5.1,b ,4.5,a ,
2011 October,5.0,d ,3.2,b ,3.2,b ,4.7,c ,3.4,a ,
2012 October,6.0,c ,3.3,b ,4.1,a ,5.5,b ,4.0,a ,
2013 October,**,,3.5,b ,4.4,a ,5.0,b ,4.2,a ,
2014 October,2.9,c ,3.9,c ,3.6,b ,2.8,b ,3.6,b ,
2015 October,4.9,d ,2.1,a ,2.9,a ,3.8,c ,2.8,a ,
2016 October,**,,2.2,a ,2.1,a ,2.3,c ,2.2,a ,
2017 October,**,,1.4,a ,1.6,b ,0.7,a ,1.4,a ,
2018 October,**,,2.9,c ,2.1,a ,2.4,b ,2.5,a ,
2019 October,**,,2.6,b ,2.0,a ,2.1,c ,2.3,a ,
2020 October,**,,2.5,b ,2.9,b ,1.6,c ,2.6,a ,
2021 October,2.9,c ,2.1,b ,1.8,b ,1.1,a ,1.9,a ,
2022 October,**,,2.9,b ,2.6,b ,3.0,b ,2.9,a ,
2023 October,**,,3.4,c ,2.4,a ,2.0,b ,2.7,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
