Greater Sudbury / Grand Sudbury — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,3.3,d ,0.6,a ,0.5,a ,0.0,c ,0.7,a ,
1991 October,0.1,b ,0.7,a ,0.7,a ,1.3,d ,0.7,a ,
1992 October,4.3,c ,2.1,b ,2.6,b ,**,,2.5,a ,
1993 October,4.8,c ,3.7,c ,3.8,b ,2.2,c ,3.8,b ,
1994 October,8.3,c ,3.6,b ,4.4,b ,1.0,d ,4.3,b ,
1995 October,10.1,d ,6.6,b ,5.5,a ,2.3,c ,6.0,a ,
1996 October,12.4,d ,7.4,b ,6.0,b ,4.5,c ,6.8,a ,
1997 October,10.9,d ,8.3,b ,6.1,a ,6.6,c ,7.2,a ,
1998 October,**,,10.6,c ,8.0,a ,7.9,c ,9.4,a ,
1999 October,20.9,d ,12.0,c ,9.8,a ,5.8,c ,11.1,a ,
2000 October,**,,8.7,b ,6.3,b ,7.9,c ,7.7,a ,
2001 October,**,,6.0,b ,4.0,b ,**,,5.7,a ,
2002 October,12.5,c ,5.9,b ,4.1,b ,2.5,c ,5.1,a ,
2003 October,9.6,c ,4.6,c ,2.4,a ,2.1,c ,3.6,b ,
2004 October,5.6,c ,2.9,a ,2.0,a ,2.4,c ,2.6,a ,
2005 October,3.5,c ,2.4,b ,1.0,a ,0.8,d ,1.6,a ,
2006 October,2.9,c ,1.5,b ,0.8,a ,1.1,d ,1.2,a ,
2007 October,1.8,c ,0.9,a ,0.3,a ,0.2,b ,0.6,a ,
2008 October,1.6,c ,0.9,a ,0.4,a ,1.9,c ,0.7,a ,
2009 October,6.9,c ,2.8,a ,2.5,a ,2.1,c ,2.9,a ,
2010 October,**,,3.4,c ,2.5,a ,1.4,a ,3.0,b ,
2011 October,5.6,d ,3.0,b ,2.2,b ,2.7,c ,2.8,a ,
2012 October,3.5,d ,3.2,c ,2.0,a ,4.5,d ,2.7,a ,
2013 October,3.7,c ,2.9,b ,3.7,b ,3.3,d ,3.4,b ,
2014 October,5.3,d ,4.3,c ,4.0,b ,3.1,d ,4.2,b ,
2015 October,**,,4.0,c ,2.8,a ,3.5,d ,3.5,b ,
2016 October,6.0,d ,5.3,c ,4.9,b ,**,,5.3,b ,
2017 October,5.7,d ,4.6,c ,4.3,b ,6.0,d ,4.5,b ,
2018 October,**,,2.4,c ,2.8,b ,**,,2.6,b ,
2019 October,3.1,d ,2.5,b ,1.9,b ,0.6,b ,2.1,b ,
2020 October,**,,3.3,d ,1.6,c ,5.8,d ,2.5,b ,
2021 October,**,,2.3,c ,1.1,a ,**,,1.8,c ,
2022 October,**,,3.5,d ,1.1,a ,**,,2.3,b ,
2023 October,2.1,c ,0.7,a ,1.2,a ,**,,1.2,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
