Moncton — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,2.6,c ,3.0,b ,1.6,b ,0.6,b ,2.0,a ,
1991 October,5.1,d ,1.8,c ,2.3,b ,**,,2.3,a ,
1992 October,**,,3.0,c ,2.3,c ,**,,2.8,b ,
1993 October,**,,5.8,c ,2.7,b ,0.0,c ,3.4,b ,
1994 October,**,,6.6,c ,4.6,b ,**,,5.5,b ,
1995 October,**,,7.7,c ,3.4,b ,**,,5.0,b ,
1996 October,5.1,d ,6.5,c ,5.0,b ,**,,5.4,b ,
1997 October,**,,5.1,c ,5.4,b ,3.8,d ,5.3,b ,
1998 October,**,,7.1,b ,5.3,b ,**,,5.9,b ,
1999 October,5.9,c ,4.2,b ,3.8,a ,3.4,d ,3.9,a ,
2000 October,1.1,d ,3.3,d ,1.1,a ,**,,1.7,b ,
2001 October,**,,0.9,a ,1.8,b ,0.0,c ,1.6,b ,
2002 October,**,,2.4,c ,2.3,b ,**,,2.3,b ,
2003 October,**,,2.6,b ,3.1,b ,**,,2.9,a ,
2004 October,3.4,d ,5.1,c ,5.1,b ,5.2,d ,5.1,b ,
2005 October,4.9,c ,4.2,b ,4.8,a ,5.3,d ,4.7,a ,
2006 October,**,,5.6,c ,5.7,b ,1.5,c ,5.5,b ,
2007 October,5.5,c ,4.3,b ,4.2,b ,3.7,d ,4.2,a ,
2008 October,4.0,d ,1.5,a ,2.6,a ,**,,2.3,a ,
2009 October,**,,3.9,b ,3.7,b ,3.1,c ,3.8,a ,
2010 October,3.2,d ,3.6,c ,4.3,a ,5.1,d ,4.2,a ,
2011 October,**,,4.0,b ,4.2,a ,7.0,c ,4.4,a ,
2012 October,**,,4.5,b ,7.3,a ,**,,6.6,a ,
2013 October,6.7,c ,6.6,b ,10.2,a ,7.9,c ,9.1,a ,
2014 October,4.2,d ,6.8,b ,9.3,a ,11.9,d ,8.6,a ,
2015 October,4.9,d ,5.9,b ,8.0,a ,7.6,c ,7.4,a ,
2016 October,**,,5.8,b ,5.9,b ,5.4,d ,5.9,a ,
2017 October,7.5,c ,4.2,c ,4.4,b ,5.7,d ,4.5,b ,
2018 October,2.4,c ,2.1,c ,3.0,a ,5.7,d ,2.9,a ,
2019 October,1.8,c ,2.1,b ,2.1,a ,**,,2.2,a ,
2020 October,5.3,c ,2.2,a ,2.9,a ,2.1,c ,2.8,a ,
2021 October,1.1,d ,3.2,c ,1.1,a ,0.0,c ,1.5,a ,
2022 October,**,,1.7,c ,1.5,b ,**,,1.7,b ,
2023 October,**,,2.0,c ,0.8,a ,**,,1.2,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
